,superwaba.csv,fritzing.csv,lmms.csv,ifmo-game-1.csv,empserver.csv,repositorium.csv,pgui.csv,jparsec.csv,lufa-lib.csv,doomlegacy.csv,xapian.csv,pi-qmc.csv,cortex-vfx.csv,zemljanka.csv
cortex-vfx.csv,0.68,0.5,0.33,0.43,0.22,0.18,0.62,0.2,0.38,0.34,0.38,0.5,0.57,0.14
doomlegacy.csv,0.84,0.86,0.7,0.86,0.36,0.64,0.64,0.93,0.58,0.78,0.46,1.0,0.88,0.25
empserver.csv,0.66,0.97,0.79,0.71,0.64,1.0,0.72,0.89,0.58,0.9,0.77,0.68,0.87,0.31
fritzing.csv,0.72,0.75,0.4,0.29,0.06,0.18,0.49,1.0,0.23,0.15,0.31,0.14,0.31,0.07
ifmo-game-1.csv,0.72,0.03,0.08,0.86,0.39,0.0,0.96,0.09,0.1,0.11,0.04,0.09,0.19,0.07
jparsec.csv,0.9,0.22,0.87,1.0,1.0,0.64,1.0,0.64,1.0,0.64,0.58,0.27,0.62,0.97
lmms.csv,0.6,0.28,0.66,0.57,0.28,0.18,0.51,0.6,0.85,0.5,0.46,0.5,0.51,0.53
lufa-lib.csv,0.38,0.64,0.43,0.43,0.17,0.27,0.64,0.8,0.67,0.38,0.69,0.5,0.29,0.32
pgui.csv,0.34,0.9,0.0,1.0,0.64,0.0,0.68,0.71,0.98,0.0,0.5,1.0,0.08,0.0
pi-qmc.csv,0.24,0.1,0.69,0.29,0.92,0.73,0.94,0.47,0.98,0.65,0.62,0.86,0.32,0.93
repositorium.csv,0.28,0.18,0.66,0.86,0.03,1.0,0.0,0.29,0.05,0.4,0.65,0.82,0.62,0.01
superwaba.csv,0.72,0.74,0.57,0.57,0.5,0.73,0.64,0.69,0.35,0.46,0.35,0.41,0.94,0.34
xapian.csv,1.0,0.9,0.84,0.86,0.58,0.73,0.85,0.53,0.78,0.66,0.65,0.45,0.88,0.7
zemljanka.csv,0.76,0.78,0.75,0.86,0.72,0.73,0.74,0.98,0.53,0.8,0.96,0.77,0.7,0.79
