,sqlpower-library.csv,stuproa-cims.csv,galaxium.csv,itext.csv,smartgwt.csv,fido.csv,bzbyte.csv,mediaportal.csv,mecat.csv,fleet-simulator.csv,ninject.csv,fluent-nhibernate.csv,uface.csv
bzbyte.csv,0.0,6.0,9.0,0.0,1.0,13.0,0.0,636.0,21.0,6.0,33.0,32.0,0.0
fido.csv,0.0,0.0,121.0,63.0,0.0,2.0,1.0,14.0,62.0,0.0,59.0,7.0,0.0
fleet-simulator.csv,0.0,2.0,4.0,5.0,3.0,17.0,2.0,21.0,23.0,0.0,36.0,18.0,8.0
fluent-nhibernate.csv,1.0,16.0,3.0,0.0,2.0,3.0,1.0,0.0,62.0,1.0,5.0,3.0,0.0
galaxium.csv,0.0,9.0,3.0,2.0,0.0,13.0,0.0,8.0,22.0,0.0,16.0,16.0,0.0
itext.csv,0.0,4.0,19.0,0.0,1.0,28.0,0.0,0.0,14.0,3.0,26.0,41.0,0.0
mecat.csv,0.0,2.0,121.0,0.0,2.0,106.0,0.0,3.0,0.0,61.0,59.0,9.0,161.0
mediaportal.csv,0.0,0.0,3.0,0.0,2.0,106.0,0.0,1.0,9.0,0.0,2.0,7.0,0.0
ninject.csv,0.0,4.0,3.0,0.0,1.0,16.0,0.0,3.0,62.0,7.0,0.0,61.0,0.0
smartgwt.csv,0.0,0.0,5.0,4.0,0.0,5.0,0.0,1.0,62.0,2.0,31.0,47.0,0.0
sqlpower-library.csv,0.0,4.0,6.0,9.0,2.0,11.0,2.0,23.0,11.0,2.0,19.0,23.0,0.0
stuproa-cims.csv,2.0,1.0,1.0,0.0,0.0,106.0,0.0,11.0,62.0,61.0,26.0,14.0,5.0
uface.csv,1.0,4.0,4.0,1.0,1.0,11.0,1.0,3.0,10.0,0.0,21.0,53.0,0.0
