,pclasses.csv,olap-navigator.csv,re2c.csv,tzod.csv,wxcrp.csv,atlc.csv,konversation.csv,co-ode-owl-plugins.csv,etherboot.csv,boost-sandbox.csv,plato.csv,freebios.csv,clamav.csv,miranda-icq.csv,jasperreports.csv,frogatto.csv,rebecca-aiml.csv,glelite.csv
atlc.csv,0.53,0.52,0.57,0.65,0.6,0.99,0.63,0.49,0.53,0.45,0.0,0.47,0.74,0.58,0.74,0.69,0.63,0.56
boost-sandbox.csv,0.69,0.6,0.44,0.69,0.57,0.0,0.69,0.68,0.51,1.0,0.44,0.07,0.12,0.0,0.63,0.58,0.56,0.48
clamav.csv,0.65,0.13,0.37,0.37,0.56,0.18,0.75,0.32,0.36,0.18,0.2,0.28,0.91,0.27,0.05,0.43,0.44,0.4
co-ode-owl-plugins.csv,0.31,0.18,0.2,0.23,0.16,0.0,0.38,1.0,0.31,0.05,0.09,0.0,0.0,0.0,0.36,0.54,0.22,0.29
etherboot.csv,0.11,0.49,0.2,0.25,0.45,0.52,0.64,0.31,0.88,0.51,0.48,0.55,0.46,0.62,0.31,0.47,0.2,0.31
freebios.csv,0.47,0.53,0.36,0.48,0.43,0.28,0.59,0.47,0.61,0.48,0.46,0.98,0.38,0.6,0.63,0.37,0.66,0.43
frogatto.csv,0.11,0.46,0.51,0.51,0.58,0.37,0.78,0.26,0.36,0.22,0.32,0.15,0.64,0.62,0.87,0.98,0.5,0.44
glelite.csv,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.99
jasperreports.csv,0.0,0.06,0.2,0.0,0.04,0.0,0.2,0.07,0.06,0.0,0.32,0.0,0.0,0.0,0.93,0.04,0.0,0.01
konversation.csv,0.0,0.06,0.2,0.05,0.27,0.12,0.86,0.0,0.17,0.05,0.0,0.02,0.0,0.0,0.15,0.1,0.09,0.1
miranda-icq.csv,0.4,0.34,0.2,0.26,0.36,0.26,0.46,0.07,0.36,0.3,0.32,0.41,0.24,0.92,0.8,0.13,0.44,0.2
olap-navigator.csv,0.66,0.96,0.72,0.56,0.56,0.54,0.74,0.47,0.61,0.62,0.42,0.36,0.34,0.57,0.88,0.55,0.4,0.53
pclasses.csv,0.93,0.43,0.2,0.23,0.3,0.0,0.1,0.37,0.11,0.07,0.46,0.05,0.06,0.05,0.47,0.23,0.09,0.1
plato.csv,0.59,0.4,0.29,0.34,0.59,0.0,0.6,0.44,0.45,0.54,1.0,0.1,0.18,0.16,0.32,0.43,0.24,0.65
re2c.csv,0.39,0.53,0.86,0.39,0.58,0.28,0.7,0.36,0.52,0.51,0.48,0.65,0.52,0.48,0.26,0.55,0.81,0.32
rebecca-aiml.csv,0.31,0.19,0.2,0.18,0.42,0.27,0.55,0.13,0.31,0.23,0.48,0.59,0.38,0.4,0.34,0.37,0.97,0.28
tzod.csv,0.31,0.45,0.2,1.0,0.56,0.13,0.63,0.46,0.27,0.27,0.48,0.43,0.56,0.51,0.41,0.59,0.5,0.49
wxcrp.csv,0.0,0.57,0.0,0.54,0.95,0.36,0.61,0.47,0.17,0.1,0.38,0.02,0.12,0.16,0.62,0.38,0.35,0.16
