,pclasses.csv,olap-navigator.csv,re2c.csv,tzod.csv,wxcrp.csv,atlc.csv,konversation.csv,co-ode-owl-plugins.csv,etherboot.csv,boost-sandbox.csv,plato.csv,freebios.csv,clamav.csv,miranda-icq.csv,jasperreports.csv,frogatto.csv,rebecca-aiml.csv,glelite.csv
atlc.csv,0.68,0.81,0.75,0.69,0.73,0.03,0.72,0.83,0.79,0.82,1.0,0.55,0.56,0.72,0.64,0.58,0.52,0.67
boost-sandbox.csv,0.45,0.33,0.71,0.6,0.55,0.0,0.66,0.45,0.75,0.0,0.5,0.0,0.11,0.0,0.31,0.58,0.33,0.0
clamav.csv,0.29,0.11,0.31,0.31,0.37,0.03,0.27,0.12,0.23,0.03,0.12,0.27,0.03,0.21,0.1,0.33,0.17,0.0
co-ode-owl-plugins.csv,0.3,0.26,0.2,0.12,0.19,0.0,0.11,0.0,0.25,0.05,0.12,0.02,0.0,0.01,0.56,0.24,0.15,0.67
etherboot.csv,0.18,0.59,0.02,0.38,0.35,0.59,0.47,0.52,0.0,0.59,0.5,0.35,0.72,0.57,0.34,0.18,0.2,0.33
freebios.csv,0.45,0.67,0.37,0.62,0.51,0.14,0.38,0.32,0.48,0.56,0.5,0.0,0.42,0.39,0.32,0.76,0.22,0.33
frogatto.csv,0.14,0.33,0.45,0.35,0.52,0.03,0.59,0.27,0.33,0.21,0.62,0.12,0.39,0.59,0.3,0.0,0.27,0.0
glelite.csv,0.96,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.98,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.99,0.0
jasperreports.csv,0.0,0.0,0.0,0.0,0.01,0.0,0.03,0.03,0.0,0.03,0.5,0.0,0.0,0.01,0.0,0.0,0.0,0.0
konversation.csv,0.12,0.0,0.0,0.0,0.03,0.0,0.0,0.01,0.03,0.0,0.0,0.04,0.0,0.03,0.01,0.06,0.02,0.0
miranda-icq.csv,0.29,0.19,0.25,0.21,0.28,0.07,0.26,0.1,0.28,0.26,0.38,0.2,0.08,0.0,0.34,0.36,0.41,0.0
olap-navigator.csv,0.25,0.0,0.53,0.42,0.51,0.1,0.49,0.34,0.72,0.49,0.62,0.41,0.19,0.6,0.41,0.33,0.54,0.67
pclasses.csv,0.0,0.11,0.06,0.04,0.12,0.0,0.07,0.36,0.07,0.03,0.38,0.0,0.03,0.02,0.48,0.12,0.08,0.0
plato.csv,0.55,0.7,0.92,0.35,0.61,0.0,0.67,0.79,0.79,0.69,0.0,0.12,0.08,0.17,0.84,0.52,0.17,0.33
re2c.csv,0.43,0.67,0.0,0.5,0.63,0.69,0.18,0.46,0.39,0.44,0.75,0.25,0.56,0.5,0.51,0.7,0.16,0.0
rebecca-aiml.csv,0.18,0.22,0.27,0.21,0.36,0.48,0.12,0.37,0.13,0.23,0.5,0.18,0.39,0.45,0.38,0.24,0.0,0.33
tzod.csv,0.14,0.52,0.27,0.0,0.37,0.97,0.5,0.64,0.23,0.21,0.38,0.82,0.56,0.81,0.86,0.27,0.24,0.0
wxcrp.csv,0.05,0.7,0.27,0.38,0.0,0.55,0.2,0.76,0.15,0.08,0.88,0.04,0.0,0.11,0.74,0.06,0.03,0.0
