,pclasses.csv,olap-navigator.csv,re2c.csv,tzod.csv,wxcrp.csv,atlc.csv,konversation.csv,co-ode-owl-plugins.csv,etherboot.csv,boost-sandbox.csv,plato.csv,freebios.csv,clamav.csv,miranda-icq.csv,jasperreports.csv,frogatto.csv,rebecca-aiml.csv,glelite.csv
atlc.csv,0.16,0.72,0.12,0.42,0.33,0.98,0.14,0.18,0.28,0.71,0.82,0.45,0.47,0.28,0.08,0.61,0.35,0.98
boost-sandbox.csv,0.24,0.8,0.08,0.44,0.32,0.0,0.16,0.24,0.25,1.0,0.82,1.0,0.33,0.0,0.1,0.55,0.4,1.0
clamav.csv,0.3,0.7,0.11,0.38,0.38,0.86,0.27,0.31,0.33,0.94,0.88,0.46,0.95,0.27,0.02,0.56,0.48,1.0
co-ode-owl-plugins.csv,0.15,0.56,0.09,0.45,0.22,0.0,0.29,1.0,0.29,0.67,0.75,0.0,0.0,0.0,0.03,0.69,0.33,0.95
etherboot.csv,0.09,0.66,0.5,0.25,0.33,0.57,0.16,0.09,1.0,0.72,0.83,0.59,0.3,0.3,0.04,0.71,0.25,0.98
freebios.csv,0.17,0.68,0.1,0.32,0.25,0.71,0.17,0.22,0.33,0.71,0.83,1.0,0.32,0.35,0.09,0.38,0.54,0.98
frogatto.csv,0.11,0.74,0.12,0.43,0.33,0.93,0.18,0.14,0.26,0.72,0.72,0.5,0.48,0.29,0.14,1.0,0.42,1.0
glelite.csv,0.17,0.69,0.11,0.36,0.29,0.59,0.12,0.16,0.27,0.74,0.84,0.49,0.36,0.26,0.05,0.52,0.29,1.0
jasperreports.csv,0.0,1.0,1.0,0.0,0.5,0.0,0.4,0.25,1.0,0.0,0.75,0.0,0.0,0.0,1.0,1.0,0.0,1.0
konversation.csv,0.0,1.0,1.0,1.0,0.78,1.0,1.0,0.0,0.6,1.0,0.0,0.33,0.0,0.0,0.43,0.6,0.67,1.0
miranda-icq.csv,0.2,0.78,0.07,0.38,0.32,0.82,0.18,0.1,0.29,0.74,0.8,0.64,0.57,1.0,0.12,0.25,0.29,1.0
olap-navigator.csv,0.33,1.0,0.16,0.43,0.32,0.87,0.19,0.21,0.3,0.79,0.78,0.43,0.46,0.27,0.12,0.63,0.23,0.98
pclasses.csv,1.0,0.88,0.25,0.71,0.47,0.0,0.14,0.15,0.33,0.86,0.86,1.0,0.5,0.4,0.05,0.64,0.29,1.0
plato.csv,0.18,0.58,0.1,0.32,0.31,0.0,0.13,0.13,0.23,0.73,1.0,0.4,0.5,0.21,0.03,0.47,0.33,0.99
re2c.csv,0.14,0.68,1.0,0.29,0.31,0.35,0.33,0.12,0.31,0.76,0.81,0.7,0.35,0.25,0.02,0.52,0.67,1.0
rebecca-aiml.csv,0.23,0.62,0.07,0.29,0.31,0.42,0.35,0.06,0.43,0.71,0.83,0.75,0.33,0.22,0.04,0.6,1.0,0.97
tzod.csv,0.27,0.66,0.07,1.0,0.38,0.59,0.15,0.13,0.26,0.76,0.86,0.43,0.38,0.27,0.05,0.69,0.44,1.0
wxcrp.csv,0.0,0.7,0.0,0.44,1.0,0.47,0.28,0.14,0.25,0.75,0.83,0.33,1.0,0.29,0.07,0.86,0.8,1.0
