,pclasses.csv,olap-navigator.csv,re2c.csv,tzod.csv,wxcrp.csv,atlc.csv,konversation.csv,co-ode-owl-plugins.csv,etherboot.csv,boost-sandbox.csv,plato.csv,freebios.csv,clamav.csv,miranda-icq.csv,jasperreports.csv,frogatto.csv,rebecca-aiml.csv,glelite.csv
atlc.csv,0.4,0.41,0.35,0.35,0.4,0.5,0.41,0.39,0.4,0.38,0.38,0.47,0.34,0.34,0.41,0.35,0.5,0.46
boost-sandbox.csv,0.52,0.53,0.44,0.4,0.57,0.0,0.53,0.67,0.46,0.47,0.68,0.67,0.83,0.0,0.63,0.52,0.68,0.6
clamav.csv,0.48,0.9,0.61,0.54,0.42,0.86,0.58,0.94,0.67,0.94,0.88,0.65,0.53,0.77,0.98,0.56,0.66,0.55
co-ode-owl-plugins.csv,0.9,0.94,0.82,0.91,0.94,0.0,0.93,0.94,0.86,0.83,0.75,0.0,0.0,0.0,0.73,0.65,0.97,0.75
etherboot.csv,0.91,0.49,0.5,0.79,0.79,0.55,0.6,0.45,0.89,0.6,0.54,0.75,0.54,0.55,0.79,0.71,0.97,0.76
freebios.csv,0.6,0.57,0.57,0.5,0.53,0.93,0.56,0.7,0.56,0.6,0.48,0.62,0.64,0.63,0.68,0.68,0.75,0.65
frogatto.csv,0.89,0.54,0.46,0.6,0.47,0.71,0.48,0.52,0.59,0.72,0.39,0.92,0.59,0.48,0.42,0.49,0.6,0.43
glelite.csv,0.4,0.44,0.42,0.35,0.42,0.41,0.42,0.38,0.41,0.39,0.42,0.39,0.39,0.39,0.46,0.42,0.41,0.5
jasperreports.csv,0.0,0.67,0.0,0.0,0.5,0.0,0.8,0.75,0.0,0.0,0.94,0.0,0.0,0.5,0.96,0.0,0.0,0.0
konversation.csv,0.86,0.67,0.0,0.0,0.89,0.75,0.9,0.0,0.8,0.75,0.0,0.67,0.0,0.75,0.86,0.8,0.83,0.92
miranda-icq.csv,0.95,0.74,0.57,0.88,0.84,0.91,0.71,0.9,0.71,0.82,0.8,0.89,0.86,0.85,0.56,0.94,0.78,0.81
olap-navigator.csv,0.71,0.53,0.66,0.51,0.52,0.65,0.46,0.64,0.48,0.44,0.61,0.57,0.77,0.45,0.46,0.47,0.6,0.52
pclasses.csv,0.9,0.85,0.75,0.86,0.94,0.0,0.86,0.69,0.83,0.86,0.57,0.5,0.5,0.8,0.7,0.91,0.93,0.92
plato.csv,0.5,0.69,0.42,0.88,0.58,0.0,0.58,0.46,0.45,0.51,0.45,0.9,0.83,0.97,0.55,0.62,0.97,0.58
re2c.csv,0.61,0.57,0.8,0.62,0.5,0.77,0.62,0.67,0.71,0.65,0.5,0.75,0.61,0.61,0.71,0.5,0.66,0.57
rebecca-aiml.csv,0.77,0.88,0.53,0.93,0.62,0.88,0.88,0.61,0.86,0.81,0.5,0.78,0.71,0.65,0.83,0.75,0.65,0.78
tzod.csv,0.91,0.44,0.73,0.56,0.49,0.43,0.45,0.44,0.68,0.82,0.41,0.5,0.5,0.46,0.52,0.45,0.7,0.54
wxcrp.csv,0.67,0.58,0.5,0.53,0.66,0.73,0.52,0.51,0.75,0.92,0.46,0.67,0.5,0.96,0.59,0.57,0.8,0.68
