,jlinalg.csv,superwaba.csv,fritzing.csv,playerstage.csv,knowledge.csv,massiv.csv,rtrt-on-gpu.csv,amateur-scrolls.csv,quarkplusplus.csv,oscarmcmaster.csv
amateur-scrolls.csv,0.0,3.0,1.0,0.0,0.0,60.0,0.0,0.0,0.0,9.0
fritzing.csv,0.0,1.0,1.0,1.0,0.0,57.0,0.0,0.0,2.0,0.0
jlinalg.csv,0.0,6.0,1.0,1.0,0.0,198.0,2.0,11.0,1.0,8.0
knowledge.csv,0.0,11.0,0.0,1.0,0.0,220.0,7.0,6.0,2.0,4.0
massiv.csv,0.0,5.0,1.0,140.0,66.0,1.0,57.0,0.0,55.0,3.0
oscarmcmaster.csv,0.0,2.0,0.0,0.0,0.0,136.0,1.0,4.0,2.0,0.0
playerstage.csv,0.0,11.0,1.0,0.0,0.0,75.0,1.0,2.0,5.0,1.0
quarkplusplus.csv,0.0,8.0,1.0,1.0,0.0,111.0,10.0,7.0,1.0,10.0
rtrt-on-gpu.csv,0.0,23.0,2.0,5.0,0.0,561.0,2.0,4.0,4.0,7.0
superwaba.csv,0.0,0.0,0.0,0.0,0.0,133.0,4.0,3.0,0.0,7.0
