,xbrlapi.csv,codeblocks.csv,utgb.csv,red5.csv,bulmages.csv,proftp.csv,grisbi.csv,t-2.csv,libmesh.csv,tcvp.csv,tart.csv,panda3d.csv,super-tux.csv,soar.csv,qmmp.csv,mesa3d.csv
bulmages.csv,0.1,0.0,0.19,0.0,0.42,0.16,0.0,0.1,0.24,0.0,0.24,0.22,0.0,0.68,0.29,0.0
codeblocks.csv,0.62,0.46,0.23,0.21,0.46,0.49,0.5,0.44,0.57,0.76,0.79,0.81,0.2,0.28,0.35,0.79
grisbi.csv,0.82,0.79,0.71,0.9,0.78,0.76,0.21,0.8,0.89,0.88,0.76,0.79,0.4,0.88,0.76,0.56
libmesh.csv,0.08,0.23,0.16,0.03,0.28,0.32,0.86,0.37,0.39,1.0,0.38,0.42,0.6,0.04,0.37,0.09
mesa3d.csv,0.25,0.64,0.32,0.34,0.05,0.57,0.14,0.69,0.57,0.81,0.69,0.5,0.4,0.8,0.44,0.27
panda3d.csv,0.12,0.33,0.32,0.45,0.34,0.43,0.0,0.13,0.24,0.18,0.27,0.33,0.6,0.4,0.21,0.41
proftp.csv,0.15,0.15,0.42,0.17,0.1,0.3,0.14,0.07,0.0,0.0,0.13,0.2,0.0,0.12,0.06,0.0
qmmp.csv,0.32,0.23,0.58,0.66,0.54,0.43,0.43,0.97,0.98,0.96,0.67,0.43,0.6,0.6,0.19,0.78
red5.csv,0.92,0.82,0.61,0.31,0.72,0.68,0.93,0.71,0.63,0.96,0.97,0.87,0.4,0.92,0.55,0.94
soar.csv,0.9,1.0,0.87,0.9,1.0,1.0,1.0,0.93,1.0,0.97,0.99,1.0,1.0,0.16,1.0,1.0
super-tux.csv,0.6,0.85,0.42,0.21,0.71,0.73,1.0,0.49,0.54,0.96,0.73,0.71,0.0,0.12,0.42,0.85
t-2.csv,0.48,0.69,0.19,0.28,0.78,0.3,1.0,0.17,0.24,1.0,0.69,0.63,0.8,0.92,0.58,0.21
tart.csv,0.15,0.15,0.58,0.55,0.48,0.84,0.5,0.52,0.65,0.93,0.25,0.21,0.2,0.88,0.44,0.02
tcvp.csv,0.08,0.1,0.03,0.0,0.04,0.0,0.0,0.02,0.0,0.27,0.15,0.04,0.0,0.0,0.0,0.01
utgb.csv,0.2,0.28,0.29,0.17,0.22,0.41,0.07,0.06,0.26,0.36,0.35,0.18,0.0,0.64,0.13,0.29
xbrlapi.csv,0.4,0.05,0.61,0.76,0.26,0.03,0.14,0.38,0.26,0.01,0.22,0.25,0.0,0.8,0.18,0.02
