,xbrlapi.csv,codeblocks.csv,utgb.csv,red5.csv,bulmages.csv,proftp.csv,grisbi.csv,t-2.csv,libmesh.csv,tcvp.csv,tart.csv,panda3d.csv,super-tux.csv,soar.csv,qmmp.csv,mesa3d.csv
bulmages.csv,219.5,0.0,95.5,78.5,1027.0,97.5,98.5,1547.5,193.0,0.0,172.0,98.5,96.5,97.5,382.0,0.0
codeblocks.csv,95.5,96.5,192.0,182.0,1298.5,97.5,98.5,966.0,193.0,1238.5,2561.5,197.5,99.0,99.0,473.5,99.0
grisbi.csv,197.5,98.5,95.5,98.5,1836.5,97.5,98.5,3356.0,193.0,1488.5,1468.0,98.5,99.0,97.5,670.0,99.0
libmesh.csv,95.5,96.5,294.0,59.5,420.5,175.0,95.5,4070.5,95.5,1767.5,798.5,391.5,98.5,104.0,926.0,94.5
mesa3d.csv,95.5,98.5,94.5,92.5,318.0,97.5,96.5,4470.0,95.5,1407.5,1094.0,197.5,96.5,97.5,287.5,290.5
panda3d.csv,98.5,97.5,390.0,98.5,959.5,84.5,95.5,2200.5,95.5,433.5,1103.0,194.0,93.5,97.5,282.5,378.0
proftp.csv,91.5,98.5,275.0,159.0,393.5,97.5,98.5,1524.0,89.5,0.0,508.0,98.5,74.5,83.5,175.0,0.0
qmmp.csv,98.5,92.5,391.0,98.5,961.5,95.5,96.5,7061.5,95.5,1674.0,2335.0,856.5,99.0,99.0,184.0,99.0
red5.csv,197.5,96.5,95.5,188.0,1492.5,97.5,98.5,1734.5,95.5,1685.0,1556.5,197.5,99.0,99.0,476.5,99.0
soar.csv,197.5,98.5,393.0,98.5,2103.0,97.5,98.5,6863.5,193.0,1679.0,1556.5,197.5,99.0,99.0,867.0,99.0
super-tux.csv,93.5,98.5,95.5,94.5,1565.0,97.5,98.5,1921.5,192.0,1685.0,1186.5,197.5,99.0,187.0,476.5,99.0
t-2.csv,70.5,96.5,194.5,96.5,1584.0,95.5,98.5,163.0,94.5,1767.5,267.5,762.0,99.0,99.0,768.5,486.5
tart.csv,95.5,98.5,294.0,188.0,1062.0,97.5,98.5,4569.5,193.0,1668.5,85.5,98.5,99.0,97.5,379.0,367.0
tcvp.csv,41.5,84.5,17.5,90.5,232.5,0.0,67.5,155.0,0.0,351.0,430.5,177.5,91.5,0.0,0.0,196.0
utgb.csv,98.5,98.5,193.5,78.5,785.5,97.5,98.5,1588.0,295.0,703.0,807.5,97.5,93.5,97.5,188.0,184.0
xbrlapi.csv,98.5,140.0,492.0,98.5,439.5,91.5,92.5,3231.0,95.5,82.5,959.0,98.5,34.5,97.5,250.5,146.0
