,moviesandbox.csv,libtorrent.csv,sigil.csv,xbg.csv,xtreemfs.csv,crux-framework.csv
crux-framework.csv,0.19,0.26,0.25,0.0,0.25,0.98
libtorrent.csv,0.44,0.76,0.69,0.61,0.36,0.0
moviesandbox.csv,0.7,0.33,0.82,0.4,0.76,0.58
sigil.csv,0.73,0.6,0.8,0.52,0.79,0.49
xbg.csv,0.13,0.25,0.18,0.84,0.04,0.0
xtreemfs.csv,0.68,0.54,0.86,0.42,0.83,0.75
