,wgs-assembler.csv,nh3d.csv,jvcl.csv,sarasvati.csv,blogentis.csv,m-m-m.csv,scen-connect.csv,jaxen.csv,emulemorph.csv,motu.csv,zabbix.csv,jfreechart.csv,gisgraphy.csv
blogentis.csv,0.27,0.62,0.38,0.25,0.19,0.4,0.18,0.1,0.47,0.15,0.16,0.27,0.35
emulemorph.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gisgraphy.csv,0.01,0.12,0.23,0.31,0.26,0.1,0.72,0.07,0.15,0.3,0.62,0.21,0.06
jaxen.csv,0.63,0.83,0.15,0.16,0.51,0.1,0.51,0.0,0.7,0.5,0.05,0.39,0.44
jvcl.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0
m-m-m.csv,0.67,0.51,0.95,0.92,0.99,0.4,1.0,0.99,0.75,0.98,0.91,0.55,1.0
motu.csv,0.06,0.06,0.64,0.41,0.94,0.0,0.02,0.77,0.32,0.07,0.09,0.35,0.67
nh3d.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sarasvati.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
wgs-assembler.csv,0.11,0.2,0.4,0.18,0.32,0.0,0.03,0.0,0.22,0.28,0.0,0.02,0.15
zabbix.csv,0.66,0.12,0.71,0.4,0.38,0.1,0.07,0.29,0.32,0.37,0.06,0.4,0.15
