,plearn.csv,re2c.csv,psrchive.csv,liferea.csv,aubit4gl.csv,opensim4opencog.csv,moving-pictures.csv,xfce.csv,rebecca-aiml.csv,adobe-source.csv,wxcode.csv,olex2.csv
adobe-source.csv,4.0,0.0,1.0,0.0,0.0,11.0,0.0,1.0,2.0,0.0,0.0,0.0
aubit4gl.csv,1.0,0.0,0.0,9.0,0.0,10.0,5.0,4.0,3.0,6.0,18.0,1.0
liferea.csv,25.0,0.0,14.0,0.0,0.0,2.0,0.0,0.0,2.0,3.0,15.0,3.0
moving-pictures.csv,8.0,0.0,1.0,2.0,3.0,18.0,0.0,0.0,18.0,10.0,24.0,1.0
olex2.csv,5.0,2.0,11.0,0.0,0.0,10.0,0.0,0.0,0.0,3.0,17.0,0.0
opensim4opencog.csv,1.0,56.0,88.0,56.0,101.0,0.0,2.0,0.0,21.0,2.0,7.0,2.0
plearn.csv,0.0,0.0,10.0,10.0,2.0,9.0,0.0,1.0,3.0,9.0,3.0,1.0
psrchive.csv,3.0,0.0,0.0,56.0,1.0,12.0,4.0,0.0,3.0,6.0,0.0,3.0
re2c.csv,2.0,0.0,1.0,9.0,1.0,6.0,0.0,1.0,1.0,13.0,3.0,2.0
rebecca-aiml.csv,17.0,0.0,24.0,1.0,2.0,9.0,0.0,0.0,0.0,15.0,19.0,12.0
wxcode.csv,4.0,56.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
xfce.csv,0.0,19.0,1.0,3.0,0.0,13.0,0.0,0.0,0.0,1.0,28.0,1.0
