,plearn.csv,re2c.csv,psrchive.csv,liferea.csv,aubit4gl.csv,opensim4opencog.csv,moving-pictures.csv,xfce.csv,rebecca-aiml.csv,adobe-source.csv,wxcode.csv,olex2.csv
adobe-source.csv,0.61,0.5,0.33,0.67,0.83,0.12,0.5,0.42,0.42,0.93,0.56,0.79
aubit4gl.csv,0.21,0.15,0.12,0.16,0.98,0.1,0.41,0.7,0.27,0.28,0.09,0.45
liferea.csv,0.36,0.16,0.21,1.0,0.54,0.17,0.7,0.87,0.5,0.3,0.15,0.62
moving-pictures.csv,0.39,0.13,0.25,0.5,0.31,0.14,1.0,0.85,0.32,0.2,0.06,0.51
olex2.csv,0.38,0.16,0.2,0.21,0.57,0.12,0.48,0.63,0.55,0.26,0.14,0.98
opensim4opencog.csv,0.5,0.0,0.0,0.0,0.0,1.0,0.33,0.93,0.04,0.26,0.11,0.5
plearn.csv,0.97,0.12,0.24,0.17,0.59,0.06,0.42,0.59,0.36,0.18,0.18,0.6
psrchive.csv,0.55,0.5,1.0,0.0,0.65,0.14,0.43,0.82,0.43,0.22,0.27,0.5
re2c.csv,0.43,1.0,0.24,0.08,0.69,0.23,0.54,0.67,0.53,0.13,0.07,0.67
rebecca-aiml.csv,0.39,0.07,0.16,0.18,0.55,0.14,0.43,0.7,1.0,0.25,0.14,0.49
wxcode.csv,0.6,0.0,0.33,1.0,0.6,0.33,0.75,0.89,0.47,0.45,1.0,0.75
xfce.csv,0.35,0.03,0.18,0.31,0.6,0.16,0.57,1.0,0.41,0.24,0.11,0.51
