,plearn.csv,re2c.csv,psrchive.csv,liferea.csv,aubit4gl.csv,opensim4opencog.csv,moving-pictures.csv,xfce.csv,rebecca-aiml.csv,adobe-source.csv,wxcode.csv,olex2.csv
adobe-source.csv,0.39,0.4,0.12,0.25,0.17,0.13,0.07,0.08,0.27,0.9,0.63,0.3
aubit4gl.csv,0.23,0.25,0.17,0.23,0.97,0.15,0.36,0.5,0.39,0.36,0.15,0.46
liferea.csv,0.43,0.24,0.3,0.96,0.53,0.25,0.63,0.59,0.32,0.39,0.24,0.56
moving-pictures.csv,0.43,0.21,0.37,0.43,0.12,0.18,0.98,0.51,0.28,0.29,0.1,0.61
olex2.csv,0.44,0.24,0.29,0.22,0.49,0.2,0.41,0.19,0.49,0.35,0.21,0.97
opensim4opencog.csv,0.09,0.0,0.0,0.0,0.0,0.88,0.06,0.45,0.03,0.26,0.12,0.09
plearn.csv,0.97,0.17,0.29,0.19,0.67,0.08,0.38,0.41,0.41,0.25,0.29,0.24
psrchive.csv,0.3,0.25,0.83,0.0,0.35,0.17,0.17,0.15,0.26,0.25,0.33,0.12
re2c.csv,0.43,1.0,0.35,0.08,0.65,0.17,0.34,0.63,0.58,0.18,0.12,0.56
rebecca-aiml.csv,0.34,0.12,0.24,0.24,0.63,0.22,0.39,0.59,1.0,0.34,0.24,0.47
wxcode.csv,0.24,0.0,0.12,0.14,0.38,0.08,0.19,0.09,0.2,0.24,1.0,0.18
xfce.csv,0.46,0.05,0.29,0.44,0.64,0.25,0.59,0.99,0.46,0.33,0.18,0.62
