,paintown.csv,smbopensoft.csv,triplea.csv,fbmanager.csv,sqlpower-library.csv,bscwweasel.csv,retromenu.csv,capcode.csv,botsnscouts.csv,nodal.csv,st-filteredstatistics.csv,lcfizvtop.csv,avisynth2.csv,powerfolder.csv,bzbyte.csv,mediaportal.csv,emite.csv,duplicati.csv,uface.csv
avisynth2.csv,0.0,0.0,20.5,0.0,84.5,169.0,138.0,74.5,233.5,97.5,88.5,198.5,240.5,90.5,98.5,686.0,92.5,98.5,88.5
botsnscouts.csv,196.0,98.5,97.5,98.5,98.5,294.5,658.5,292.5,188.0,196.0,93.5,180.0,1076.5,472.5,98.5,790.5,97.5,98.5,98.5
bscwweasel.csv,196.0,96.5,97.5,98.5,89.5,192.0,280.5,96.5,91.5,288.5,88.5,1141.5,1902.5,172.0,98.5,494.5,98.5,98.5,98.5
bzbyte.csv,506.0,5.5,0.0,98.5,94.5,196.0,756.0,292.5,381.0,196.0,98.5,197.0,1983.0,1046.5,98.5,0.0,98.5,98.5,98.5
capcode.csv,196.0,98.5,97.5,92.5,99.0,196.0,465.5,94.5,91.5,290.5,98.5,450.0,1062.5,948.0,193.0,790.0,93.5,98.5,98.5
emite.csv,184.0,197.5,97.5,98.5,97.5,192.0,466.5,195.0,188.0,97.5,193.0,269.5,1071.5,90.5,98.5,691.0,98.5,98.5,97.5
fbmanager.csv,0.0,0.0,0.0,96.5,89.5,67.5,89.5,195.0,188.0,288.5,188.0,269.5,1983.0,368.0,98.5,0.0,98.5,98.5,98.5
lcfizvtop.csv,196.0,98.5,97.5,95.5,95.5,379.0,560.0,193.0,286.5,97.5,193.0,269.5,296.0,568.0,98.5,593.0,93.5,98.5,98.5
mediaportal.csv,94.5,194.0,233.5,70.5,89.5,383.0,280.5,96.5,91.5,190.0,90.5,238.5,59.5,90.5,98.5,2163.5,93.5,86.5,97.5
nodal.csv,864.0,98.5,97.5,194.0,95.5,273.5,370.0,236.5,95.5,93.5,90.5,197.0,711.0,2519.0,192.0,2350.0,92.5,93.5,98.5
paintown.csv,196.0,197.5,194.5,98.5,99.0,294.5,745.0,292.5,290.5,196.0,98.5,269.5,1795.0,853.5,98.5,1568.0,98.5,93.5,98.5
powerfolder.csv,94.5,197.5,89.5,98.5,98.5,576.0,451.5,94.5,91.5,190.0,93.5,269.5,619.0,189.0,98.5,389.0,95.5,93.5,95.5
retromenu.csv,0.0,98.5,64.5,92.5,95.5,362.0,164.0,167.0,91.5,190.0,80.5,180.0,221.5,90.5,98.5,391.5,166.5,50.5,98.5
smbopensoft.csv,97.5,98.5,196.5,96.5,99.0,294.5,756.0,290.5,290.5,97.5,98.5,197.0,1618.0,760.0,193.0,987.0,95.5,98.5,98.5
sqlpower-library.csv,196.0,197.5,196.5,98.5,89.5,196.0,89.5,292.5,290.5,196.0,98.5,197.0,1983.0,1045.5,98.5,1184.5,98.5,98.5,98.5
st-filteredstatistics.csv,196.0,98.5,196.5,98.5,99.0,573.0,756.0,195.0,290.5,288.5,95.5,197.0,1812.0,1143.0,98.5,1184.5,98.5,93.5,98.5
triplea.csv,196.0,197.5,97.5,98.5,97.5,669.5,756.0,195.0,286.5,196.0,193.0,366.0,1470.0,849.5,98.5,888.5,95.5,98.5,98.5
uface.csv,196.0,197.5,97.5,98.5,98.5,294.5,280.5,292.5,381.0,290.5,98.5,464.5,1983.0,569.0,98.5,790.5,98.5,98.5,98.5
