,agilitybook.csv,apolloplayer.csv,nug.csv,gotjava.csv,utgb.csv,redshell.csv,k3d.csv,red5.csv,ppcboot.csv,owlapi.csv,irrlicht.csv,xreal.csv,auber.csv
agilitybook.csv,0.31,0.2,0.47,0.24,0.1,0.25,0.19,0.14,0.3,0.75,0.24,0.17,0.24
apolloplayer.csv,0.53,0.23,0.58,0.62,0.77,0.38,0.6,0.83,0.89,0.34,0.57,0.59,0.27
auber.csv,0.45,0.97,0.61,1.0,1.0,1.0,0.86,0.83,0.79,0.99,0.84,0.99,0.27
irrlicht.csv,0.99,1.0,1.0,1.0,1.0,1.0,0.98,1.0,1.0,1.0,0.53,0.68,1.0
k3d.csv,0.63,0.04,0.11,0.02,0.52,0.0,0.18,0.41,0.78,0.93,0.2,0.4,0.16
nug.csv,0.56,0.09,0.33,0.01,0.26,0.0,0.2,0.41,0.44,0.02,0.2,0.02,0.76
owlapi.csv,0.47,0.32,0.36,0.15,0.06,0.5,0.66,0.03,0.59,0.25,0.47,0.47,0.62
ppcboot.csv,0.99,0.92,0.97,1.0,0.97,0.88,0.8,0.59,0.29,1.0,0.94,1.0,0.87
red5.csv,0.82,0.37,0.81,0.18,0.48,0.38,0.94,0.38,0.86,0.59,0.8,0.83,0.84
redshell.csv,0.31,0.32,0.53,0.79,0.71,0.38,0.76,0.69,0.77,0.81,0.35,0.41,0.25
utgb.csv,0.14,0.19,0.17,0.09,0.23,0.38,0.1,0.07,0.22,0.06,0.22,0.11,0.07
xreal.csv,0.14,0.44,0.22,0.09,0.45,0.12,0.47,0.59,0.31,0.38,0.25,0.02,0.07
