,ns-3.csv,rsyslog.csv,httpcontentparser.csv,myfaces.csv,wow-qrsk.csv,echongl.csv,megameknet.csv,ondex.csv,hibernate.csv,pixel-commandos.csv,emite.csv,geogebra.csv
echongl.csv,0.0,10.0,4.0,35.0,68.0,0.0,4.0,3.0,13.0,34.0,3.0,3.0
emite.csv,0.0,10.0,4.0,16.0,27.0,0.0,3.0,3.0,11.0,35.0,0.0,4.0
geogebra.csv,0.0,0.0,1.0,12.0,1.0,0.0,0.0,4.0,13.0,3.0,2.0,0.0
hibernate.csv,2.0,4.0,6.0,20.0,24.0,0.0,5.0,2.0,0.0,11.0,3.0,4.0
httpcontentparser.csv,0.0,1.0,0.0,18.0,69.0,0.0,4.0,2.0,15.0,37.0,1.0,8.0
megameknet.csv,0.0,5.0,26.0,21.0,117.0,0.0,0.0,1.0,31.0,14.0,1.0,8.0
myfaces.csv,0.0,5.0,11.0,0.0,8.0,0.0,2.0,3.0,12.0,94.0,2.0,0.0
ns-3.csv,0.0,1.0,3.0,20.0,27.0,0.0,5.0,0.0,32.0,20.0,1.0,5.0
ondex.csv,2.0,4.0,7.0,22.0,6.0,0.0,1.0,0.0,5.0,94.0,2.0,1.0
pixel-commandos.csv,2.0,49.0,1.0,3.0,0.0,0.0,6.0,1.0,0.0,0.0,70.0,0.0
rsyslog.csv,1.0,0.0,31.0,19.0,2.0,0.0,24.0,0.0,4.0,27.0,2.0,0.0
wow-qrsk.csv,2.0,4.0,0.0,5.0,0.0,0.0,5.0,0.0,3.0,6.0,2.0,0.0
