,ns-3.csv,rsyslog.csv,httpcontentparser.csv,myfaces.csv,wow-qrsk.csv,echongl.csv,megameknet.csv,ondex.csv,hibernate.csv,pixel-commandos.csv,emite.csv,geogebra.csv
echongl.csv,0.79,0.86,0.88,0.84,0.76,0.0,0.81,0.94,0.75,0.78,0.78,0.88
emite.csv,0.82,1.02,0.72,0.67,0.63,0.83,0.93,0.6,0.77,0.87,0.03,0.68
geogebra.csv,0.89,0.73,0.75,0.67,0.72,0.97,0.67,0.86,0.8,0.5,0.94,0.08
hibernate.csv,0.77,0.95,0.83,0.7,0.58,0.84,0.61,0.71,0.07,0.76,0.83,0.65
httpcontentparser.csv,0.77,0.65,0.1,0.68,0.78,0.9,0.76,0.81,0.73,0.88,0.89,0.79
megameknet.csv,0.67,0.59,0.66,0.45,0.88,0.6,0.09,0.56,0.61,0.41,0.79,0.6
myfaces.csv,0.79,0.9,0.86,0.1,0.82,0.58,0.81,0.69,0.8,1.02,0.73,0.65
ns-3.csv,0.01,0.64,0.56,0.72,0.65,0.95,0.67,0.73,0.64,0.73,0.89,0.69
ondex.csv,0.82,0.92,0.58,0.65,0.7,0.59,0.68,0.09,0.7,1.0,0.76,0.72
pixel-commandos.csv,0.99,1.0,0.85,0.98,0.94,0.99,0.96,0.97,0.94,0.0,1.0,0.99
rsyslog.csv,0.7,0.04,0.7,0.57,0.53,0.76,0.46,0.66,0.58,0.54,0.56,0.52
wow-qrsk.csv,0.73,0.75,0.69,0.65,0.09,0.76,0.76,0.83,0.74,0.29,0.86,0.56
