,selenium.csv,pcgen.csv,autoopencas.csv,tolven.csv
autoopencas.csv,0.06,0.2,0.99,0.08
pcgen.csv,0.59,0.98,0.5,0.5
selenium.csv,0.97,0.42,0.27,0.49
tolven.csv,0.41,0.58,0.17,0.97
