,critterding.csv,firebird.csv,jcae.csv,nosleepsoftware.csv,hydrogen.csv,genecys.csv,monetdb.csv,riff-evolve.csv,mimosa.csv,alpine.csv,acdk.csv,quarkplayer.csv,zoolib.csv,virtuoso.csv,kftpgrabber.csv,xined.csv,openmsx.csv,fmri-dmt.csv,autowikibrowser.csv,libarchive.csv
acdk.csv,0.88,0.73,0.58,0.69,0.88,0.74,0.63,0.77,0.94,0.41,0.05,0.78,0.92,0.56,0.77,0.82,0.87,1.01,0.74,0.8
alpine.csv,0.8,0.69,1.0,0.94,0.75,0.77,0.94,0.92,0.98,0.0,0.75,0.82,0.9,0.74,0.77,0.53,0.94,0.67,0.8,0.78
autowikibrowser.csv,0.74,0.59,0.45,0.6,0.39,0.73,0.57,0.7,0.47,0.57,0.46,0.58,0.72,0.54,0.56,0.75,0.78,0.73,0.03,0.79
critterding.csv,0.06,0.78,0.59,0.66,0.55,0.49,0.73,0.55,0.71,0.84,0.64,0.68,0.73,0.89,0.49,0.53,0.67,0.94,0.6,0.74
firebird.csv,0.77,0.01,0.7,0.93,0.62,0.56,0.54,0.78,0.57,0.6,0.44,0.68,0.56,0.71,0.57,0.63,0.73,0.85,0.62,0.87
fmri-dmt.csv,1.0,0.93,0.78,1.0,1.0,1.0,0.96,0.85,0.95,1.0,0.97,1.0,0.97,1.0,1.0,1.0,0.97,0.0,0.93,0.82
genecys.csv,0.91,0.67,1.0,0.93,0.92,0.0,0.72,1.0,1.0,0.92,1.0,1.0,0.69,1.0,1.0,0.93,0.78,0.94,0.8,0.86
hydrogen.csv,0.71,0.66,0.61,0.75,0.06,0.74,0.81,0.87,0.94,0.84,0.45,1.03,0.91,0.59,0.58,0.81,0.87,0.73,0.72,0.67
jcae.csv,0.97,0.96,0.0,1.0,0.94,0.93,0.89,0.88,0.9,1.0,0.65,1.0,0.97,0.95,0.93,0.9,0.95,1.0,0.91,0.86
kftpgrabber.csv,0.61,0.6,0.61,0.88,0.51,0.81,0.67,0.79,0.7,0.76,0.69,0.79,0.83,0.59,0.05,0.53,0.77,0.39,0.72,1.0
libarchive.csv,0.71,0.62,0.77,0.63,0.39,0.55,0.45,0.64,0.88,0.66,0.55,0.55,0.76,0.63,0.52,0.69,0.65,0.71,0.6,0.08
mimosa.csv,0.57,0.6,0.46,1.03,0.64,0.57,0.6,0.56,0.02,0.54,0.63,0.73,0.66,0.95,0.56,0.91,0.71,0.59,0.71,1.0
monetdb.csv,0.62,0.69,0.65,0.43,0.63,0.54,0.06,0.72,0.9,0.63,0.55,0.74,0.61,0.56,0.52,0.56,0.71,0.86,0.76,0.61
nosleepsoftware.csv,0.76,0.63,0.89,0.02,0.75,0.77,0.6,0.98,0.9,0.57,0.51,1.01,0.89,0.63,0.63,0.9,0.9,0.83,0.78,0.67
openmsx.csv,0.84,0.81,0.7,0.8,0.56,0.89,0.84,0.88,0.86,0.72,0.64,0.74,0.59,0.71,0.66,0.77,0.09,0.6,0.71,0.67
quarkplayer.csv,0.8,0.69,1.0,0.46,0.94,0.95,0.67,1.0,0.95,0.84,0.72,0.0,0.95,0.74,1.0,1.01,0.72,1.0,0.95,0.82
riff-evolve.csv,0.57,0.6,0.48,0.88,0.78,0.54,0.53,0.03,0.64,0.56,0.58,0.66,0.71,0.95,0.66,0.56,0.72,0.81,0.54,0.57
virtuoso.csv,0.8,0.74,0.69,1.0,0.53,0.77,0.64,0.85,0.69,0.84,0.61,0.86,0.78,0.05,0.46,0.53,0.85,0.86,0.7,0.51
xined.csv,0.79,0.8,0.87,0.88,0.53,0.74,0.64,0.77,0.81,0.84,0.52,0.82,0.94,0.7,0.51,0.0,0.89,0.73,0.94,0.8
zoolib.csv,0.91,0.95,1.0,1.0,0.95,0.96,0.89,0.99,1.0,1.0,0.97,0.91,0.16,0.95,1.0,1.0,0.94,1.0,0.98,1.0
