,critterding.csv,firebird.csv,jcae.csv,nosleepsoftware.csv,hydrogen.csv,genecys.csv,monetdb.csv,riff-evolve.csv,mimosa.csv,alpine.csv,acdk.csv,quarkplayer.csv,zoolib.csv,virtuoso.csv,kftpgrabber.csv,xined.csv,openmsx.csv,fmri-dmt.csv,autowikibrowser.csv,libarchive.csv
acdk.csv,0.15,0.37,0.57,0.36,0.15,0.31,0.44,0.27,0.1,0.69,0.96,0.31,0.12,0.55,0.27,0.24,0.17,0.0,0.31,0.24
alpine.csv,0.3,0.38,0.0,0.07,0.35,0.3,0.07,0.1,0.06,1.0,0.29,0.3,0.12,0.37,0.27,0.54,0.07,0.38,0.24,0.26
autowikibrowser.csv,0.38,0.52,0.74,0.48,0.7,0.51,0.5,0.38,0.59,0.64,0.77,0.57,0.39,0.61,0.6,0.34,0.37,0.49,0.98,0.26
critterding.csv,0.95,0.29,0.68,0.42,0.54,0.59,0.34,0.58,0.54,0.35,0.48,0.54,0.39,0.2,0.68,0.61,0.44,0.2,0.56,0.31
firebird.csv,0.33,0.99,0.37,0.14,0.56,0.52,0.55,0.28,0.5,0.58,0.7,0.47,0.57,0.54,0.58,0.63,0.4,0.2,0.45,0.35
fmri-dmt.csv,0.0,0.09,0.26,0.0,0.0,0.0,0.05,0.18,0.06,0.0,0.04,0.0,0.04,0.0,0.0,0.0,0.04,1.0,0.09,0.22
genecys.csv,0.35,0.64,0.0,0.38,0.3,1.0,0.63,0.0,0.0,0.3,0.0,0.0,0.61,0.0,0.0,0.27,0.54,0.24,0.54,0.45
hydrogen.csv,0.36,0.43,0.48,0.29,0.95,0.38,0.23,0.16,0.26,0.2,0.62,0.0,0.12,0.54,0.48,0.24,0.18,0.37,0.36,0.38
jcae.csv,0.04,0.05,1.0,0.0,0.07,0.1,0.13,0.15,0.13,0.0,0.41,0.0,0.04,0.06,0.09,0.12,0.06,0.0,0.11,0.17
kftpgrabber.csv,0.53,0.47,0.48,0.15,0.63,0.23,0.39,0.25,0.36,0.29,0.41,0.31,0.22,0.53,0.97,0.67,0.3,0.79,0.38,0.0
libarchive.csv,0.51,0.52,0.57,0.48,0.7,0.65,0.67,0.46,0.41,0.46,0.54,0.63,0.33,0.6,0.65,0.56,0.49,0.58,0.47,0.93
mimosa.csv,0.65,0.66,0.73,0.0,0.64,0.72,0.59,0.59,1.0,0.59,0.64,0.52,0.53,0.21,0.66,0.33,0.41,0.63,0.64,0.0
monetdb.csv,0.61,0.59,0.47,0.83,0.48,0.6,0.95,0.35,0.42,0.52,0.63,0.55,0.49,0.66,0.65,0.6,0.49,0.2,0.54,0.54
nosleepsoftware.csv,0.3,0.46,0.13,1.0,0.29,0.46,0.49,0.02,0.13,0.59,0.54,0.0,0.22,0.43,0.42,0.12,0.13,0.2,0.27,0.4
openmsx.csv,0.21,0.51,0.54,0.44,0.65,0.38,0.45,0.44,0.45,0.5,0.67,0.59,0.68,0.45,0.51,0.6,0.92,0.63,0.56,0.57
quarkplayer.csv,0.3,0.51,0.0,0.68,0.07,0.06,0.54,0.0,0.06,0.35,0.42,1.0,0.22,0.39,0.0,0.0,0.45,0.0,0.19,0.28
riff-evolve.csv,0.65,0.52,0.84,0.15,0.35,0.66,0.58,0.97,0.55,0.53,0.63,0.48,0.36,0.21,0.49,0.6,0.43,0.36,0.54,0.64
virtuoso.csv,0.25,0.31,0.59,0.0,0.62,0.35,0.41,0.48,0.52,0.2,0.68,0.21,0.27,0.96,0.61,0.61,0.18,0.35,0.6,0.65
xined.csv,0.28,0.26,0.25,0.15,0.54,0.38,0.41,0.5,0.46,0.2,0.55,0.21,0.07,0.4,0.55,1.0,0.14,0.37,0.09,0.5
zoolib.csv,0.11,0.06,0.0,0.0,0.07,0.06,0.13,0.01,0.0,0.0,0.04,0.11,0.87,0.06,0.0,0.0,0.07,0.0,0.02,0.0
