,opentibia.csv,x-ray-mule.csv,jython.csv,unbvision.csv,galaxium.csv,power-architect.csv,ondex.csv,fleet-simulator.csv,ninject.csv
fleet-simulator.csv,0.42,0.38,0.26,0.49,0.32,0.33,0.3,0.3,0.41
galaxium.csv,0.83,0.5,0.24,0.83,0.62,0.92,0.6,0.65,0.76
jython.csv,0.54,0.8,0.95,0.68,0.74,0.47,0.44,0.9,0.81
ninject.csv,0.86,0.75,0.27,0.5,0.78,0.65,0.97,0.53,0.75
ondex.csv,0.68,0.75,0.97,0.89,0.89,0.88,0.97,0.82,0.8
opentibia.csv,0.43,0.45,0.26,0.46,0.44,0.74,0.47,0.39,0.88
power-architect.csv,0.72,0.94,0.26,0.96,0.38,0.42,0.39,0.38,0.56
unbvision.csv,0.54,0.86,0.97,0.7,0.79,0.79,0.96,0.56,0.63
x-ray-mule.csv,0.93,0.67,0.0,0.78,0.9,0.67,0.96,0.0,0.79
