,opentibia.csv,x-ray-mule.csv,jython.csv,unbvision.csv,galaxium.csv,power-architect.csv,ondex.csv,fleet-simulator.csv,ninject.csv
fleet-simulator.csv,0.81,0.7,1.0,1.0,0.94,0.93,0.97,1.0,0.8
galaxium.csv,0.07,0.03,0.5,0.13,0.97,0.2,0.58,0.39,0.6
jython.csv,0.3,0.17,1.0,0.23,0.31,0.48,0.55,0.19,0.2
ninject.csv,0.07,0.0,0.68,0.0,0.4,0.3,0.24,0.31,0.8
ondex.csv,0.2,0.07,0.64,0.17,0.14,0.13,1.0,0.3,0.4
opentibia.csv,1.0,1.0,1.0,0.73,0.74,0.33,0.36,0.59,0.4
power-architect.csv,0.58,0.3,1.0,0.33,0.91,0.98,0.73,0.89,0.8
unbvision.csv,0.55,0.13,0.64,0.97,0.4,0.2,0.27,0.54,0.8
x-ray-mule.csv,0.18,1.0,0.0,0.3,0.03,0.02,0.18,0.0,0.2
