,zealos.csv,openintents.csv,atomsite.csv,bullet.csv,tktoolkit.csv,pokenetonline.csv
atomsite.csv,0.84,0.64,0.18,0.81,0.69,0.66
bullet.csv,0.96,0.69,0.61,0.05,0.7,0.74
openintents.csv,1.0,0.05,0.65,0.75,1.0,0.59
pokenetonline.csv,0.75,0.6,0.64,0.57,0.89,0.02
tktoolkit.csv,0.56,0.76,0.73,0.5,0.09,0.93
zealos.csv,0.03,0.81,0.67,0.88,0.9,0.7
