,zealos.csv,openintents.csv,atomsite.csv,bullet.csv,tktoolkit.csv,pokenetonline.csv
atomsite.csv,0.91,0.46,0.61,0.93,0.39,0.52
bullet.csv,0.62,0.32,0.44,0.4,0.47,0.43
openintents.csv,0.0,0.52,0.42,0.71,0.5,0.5
pokenetonline.csv,0.65,0.32,0.35,0.47,0.97,0.39
tktoolkit.csv,0.62,0.33,0.59,0.42,0.95,0.51
zealos.csv,0.66,0.45,0.57,0.55,0.42,0.47
