,umber.csv,openwbem.csv,wpdev.csv,orc.csv,mvdsv.csv,vienna-add-in.csv,plato.csv,rodin-b-sharp.csv,iaml.csv,gwanted.csv,cubefs.csv,java-gnome.csv,elynx.csv,tycho.csv,mecat.csv,codesmith.csv,ta3d.csv
codesmith.csv,0.31,0.44,1.0,0.09,0.12,0.63,0.83,0.37,0.56,0.11,0.71,0.79,0.0,0.48,0.05,1.0,0.72
cubefs.csv,0.52,0.37,1.0,0.11,0.11,0.83,0.9,0.34,0.59,0.2,0.97,0.82,0.0,0.66,0.06,0.66,0.69
gwanted.csv,0.08,0.57,1.0,0.29,0.0,0.77,0.79,0.63,0.63,1.0,1.0,1.0,0.0,0.0,0.07,0.8,1.0
iaml.csv,0.3,0.39,1.0,0.13,0.11,0.63,0.89,0.32,1.0,0.25,0.58,0.68,0.0,0.42,0.07,0.67,0.65
java-gnome.csv,0.59,0.36,1.0,0.09,0.09,0.69,0.84,0.48,0.6,0.19,0.71,1.0,0.03,0.56,0.02,0.7,0.68
mecat.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
mvdsv.csv,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
openwbem.csv,0.35,1.0,0.98,0.11,0.11,0.63,0.85,0.38,0.58,0.14,0.69,0.78,0.03,0.75,0.04,0.73,0.74
orc.csv,0.5,0.8,1.0,1.0,0.15,0.64,0.83,0.39,0.62,0.2,0.61,0.91,0.0,0.33,0.06,0.72,0.67
plato.csv,0.09,0.37,0.98,0.08,0.0,0.64,1.0,0.39,0.62,0.18,0.64,0.67,0.02,0.52,0.04,0.73,0.72
rodin-b-sharp.csv,0.54,0.34,0.99,0.12,0.1,0.69,0.79,1.0,0.52,0.31,0.78,0.91,0.0,0.25,0.07,0.48,0.67
ta3d.csv,0.27,0.45,0.99,0.08,0.09,0.63,0.82,0.33,0.68,0.28,0.76,0.78,0.02,0.5,0.04,0.67,1.0
tycho.csv,0.25,0.34,0.99,0.12,0.09,0.69,0.85,0.38,0.51,0.18,0.67,0.78,0.04,1.0,0.07,0.78,0.64
umber.csv,1.0,0.4,1.0,0.19,0.09,1.0,1.0,0.46,0.54,0.32,0.79,0.93,0.0,0.0,0.0,0.75,1.0
vienna-add-in.csv,0.63,0.43,0.98,0.09,0.09,1.0,0.88,0.37,0.58,0.21,0.71,0.79,0.02,0.51,0.02,0.58,0.69
wpdev.csv,0.26,0.36,1.0,0.1,0.09,0.67,0.83,0.36,0.57,0.17,0.69,0.78,0.02,0.53,0.05,0.68,0.69
