,umber.csv,openwbem.csv,wpdev.csv,orc.csv,mvdsv.csv,vienna-add-in.csv,plato.csv,rodin-b-sharp.csv,iaml.csv,gwanted.csv,cubefs.csv,java-gnome.csv,elynx.csv,tycho.csv,mecat.csv,codesmith.csv,ta3d.csv
codesmith.csv,0.65,0.67,0.73,0.4,0.71,0.47,0.51,0.55,0.44,0.38,0.58,0.5,0.0,0.32,0.54,1.0,0.58
cubefs.csv,0.7,0.57,0.44,0.46,0.63,0.5,0.25,0.46,0.5,0.51,0.98,0.56,0.0,0.56,0.56,0.4,0.56
gwanted.csv,0.13,0.12,0.07,0.15,0.0,0.28,0.34,0.48,0.58,0.97,0.04,0.17,0.0,0.0,0.37,0.07,0.11
iaml.csv,0.61,0.47,0.52,0.56,0.63,0.5,0.6,0.42,0.98,0.65,0.22,0.29,0.0,0.36,0.65,0.35,0.4
java-gnome.csv,0.83,0.5,0.54,0.52,0.0,0.53,0.41,0.52,0.58,0.51,0.56,1.0,0.8,0.43,0.3,0.55,0.49
mecat.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
mvdsv.csv,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
openwbem.csv,0.75,0.96,0.0,0.57,0.54,0.36,0.4,0.45,0.38,0.47,0.52,0.49,0.75,0.62,0.37,0.66,0.66
orc.csv,0.61,0.02,0.1,0.9,0.81,0.43,0.38,0.55,0.49,0.52,0.43,0.6,0.0,0.13,0.62,0.64,0.33
plato.csv,0.22,0.57,0.0,0.46,0.0,0.37,1.0,0.59,0.63,0.59,0.23,0.36,0.65,0.0,0.46,0.61,0.61
rodin-b-sharp.csv,0.7,0.4,0.6,0.47,0.36,0.31,0.29,0.98,0.28,0.21,0.21,0.73,0.0,0.04,0.64,0.28,0.47
ta3d.csv,0.57,0.53,0.64,0.46,0.58,0.48,0.44,0.49,0.65,0.71,0.57,0.54,0.59,0.45,0.52,0.55,0.98
tycho.csv,0.53,0.32,0.61,0.6,0.0,0.58,0.56,0.55,0.47,0.58,0.52,0.24,0.89,1.0,0.7,0.74,0.46
umber.csv,1.0,0.15,0.13,0.23,0.55,0.01,0.09,0.27,0.36,0.29,0.17,0.76,0.0,0.0,0.0,0.27,0.04
vienna-add-in.csv,0.88,0.65,0.0,0.31,0.13,0.99,0.63,0.56,0.56,0.65,0.49,0.5,0.27,0.48,0.28,0.43,0.0
wpdev.csv,0.0,0.0,1.0,0.0,0.0,0.09,0.0,0.0,0.0,0.21,0.0,0.0,0.13,0.0,0.0,0.4,0.0
