,umber.csv,openwbem.csv,wpdev.csv,orc.csv,mvdsv.csv,vienna-add-in.csv,plato.csv,rodin-b-sharp.csv,iaml.csv,gwanted.csv,cubefs.csv,java-gnome.csv,elynx.csv,tycho.csv,mecat.csv,codesmith.csv,ta3d.csv
codesmith.csv,0.89,0.74,0.68,0.75,1.0,0.49,0.69,0.79,0.42,0.39,0.73,0.84,0.0,0.29,0.67,1.0,0.6
cubefs.csv,0.68,0.62,0.39,0.44,0.67,0.46,0.21,0.45,0.49,0.5,0.99,0.56,0.0,0.54,1.0,0.36,0.71
gwanted.csv,0.11,0.1,0.06,0.12,0.0,0.24,0.64,0.43,0.6,0.96,0.03,0.14,0.0,0.0,0.33,0.06,0.09
iaml.csv,0.68,0.44,0.46,0.56,0.67,0.58,0.6,0.4,0.98,0.68,0.19,0.26,0.0,0.49,0.67,0.31,0.37
java-gnome.csv,0.84,0.49,0.48,0.62,1.0,0.54,0.38,0.49,0.63,0.5,0.62,1.0,1.0,0.4,0.33,0.55,0.8
mecat.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
mvdsv.csv,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
openwbem.csv,0.95,0.95,0.59,0.62,1.0,0.73,0.93,0.91,0.34,0.61,0.55,0.81,1.0,0.6,0.67,0.72,0.8
orc.csv,0.58,0.02,0.08,0.88,1.0,0.41,0.83,0.57,0.46,0.5,0.51,0.56,0.0,0.11,0.67,0.69,0.29
plato.csv,0.26,0.7,0.59,0.62,0.0,0.78,1.0,0.82,0.76,0.75,0.74,0.46,1.0,0.86,0.67,0.62,0.8
rodin-b-sharp.csv,0.68,0.37,0.63,0.44,1.0,0.27,0.26,0.98,0.24,0.18,0.18,0.72,0.0,0.03,0.67,0.25,0.46
ta3d.csv,0.68,0.5,0.69,0.62,0.67,0.64,0.43,0.61,0.67,0.75,0.57,0.61,1.0,0.63,0.67,0.81,0.97
tycho.csv,0.58,0.86,0.65,0.81,1.0,0.65,0.81,0.84,0.57,0.79,0.61,0.91,1.0,1.0,1.0,0.81,0.46
umber.csv,1.0,0.12,0.11,0.19,0.67,0.01,0.07,0.23,0.33,0.25,0.14,0.75,0.0,0.0,0.0,0.23,0.03
vienna-add-in.csv,0.89,0.71,0.88,0.81,1.0,0.99,0.67,0.76,0.68,0.82,0.87,0.86,1.0,0.51,0.33,0.58,1.0
wpdev.csv,1.0,1.0,1.0,1.0,1.0,0.98,0.9,1.0,1.0,0.96,0.99,1.0,1.0,0.91,1.0,0.98,1.0
