,recall,precision,pf,wins
blogentis.csv,0.94,0.23,0.84,6
checker-framework.csv,0.29,0.23,0.12,13
cme.csv,0.0,0.0,0.0,0
ctrlr.csv,0.03,0.07,0.06,2
fontforge.csv,0.61,0.27,0.45,10
gusanos.csv,0.75,0.25,0.65,7
jvcl.csv,0.02,0.07,0.02,5
kwave.csv,0.61,0.29,0.45,12
liferea.csv,0.55,0.32,0.36,15
lockss.csv,0.06,0.25,0.04,11
magicwars.csv,1.0,0.23,0.96,4
psrchive.csv,0.18,0.21,0.11,9
pydev.csv,0.44,0.27,0.27,14
sarasvati.csv,0.14,0.33,0.05,16
stuproa-cims.csv,0.82,0.24,0.67,8
thout.csv,0.81,0.2,0.79,3
zact.csv,0.0,0.0,0.0,0
