,thout.csv,psrchive.csv,jvcl.csv,zact.csv,sarasvati.csv,liferea.csv,kwave.csv,blogentis.csv,checker-framework.csv,fontforge.csv,magicwars.csv,lockss.csv,stuproa-cims.csv,ctrlr.csv,gusanos.csv,pydev.csv,cme.csv
blogentis.csv,0.55,0.41,0.55,0.17,0.49,0.0,0.27,1.0,0.49,0.0,0.56,0.21,0.0,0.0,0.51,0.33,0.76
checker-framework.csv,0.49,0.17,0.49,0.33,0.11,0.18,0.49,0.38,0.93,0.0,0.25,0.44,0.26,0.0,0.0,0.56,0.74
cme.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
ctrlr.csv,0.09,0.0,0.0,0.17,0.0,0.0,0.07,0.1,0.0,0.0,0.24,0.0,0.05,0.96,0.22,0.04,0.0
fontforge.csv,0.57,0.7,0.58,0.67,0.57,0.65,0.29,0.57,0.71,1.0,0.55,0.57,0.36,0.52,0.41,0.65,0.72
gusanos.csv,0.7,0.63,0.53,0.41,0.75,0.6,0.5,0.54,0.8,0.47,0.32,0.61,0.54,0.43,1.0,0.5,0.38
jvcl.csv,0.02,0.0,1.0,0.47,0.0,0.0,0.0,0.1,0.17,0.0,0.09,0.06,0.05,0.0,0.0,0.1,0.0
kwave.csv,0.62,0.56,0.51,0.65,0.61,0.27,1.0,0.61,0.72,0.29,0.61,0.59,0.38,0.46,0.61,0.53,0.77
liferea.csv,0.51,0.64,0.39,0.45,0.66,1.0,0.47,0.53,0.63,0.63,0.45,0.56,0.5,0.28,0.43,0.68,0.73
lockss.csv,0.06,0.0,0.23,0.0,0.21,0.18,0.0,0.05,0.27,0.1,0.07,1.0,0.05,0.0,0.09,0.13,0.0
magicwars.csv,0.27,0.0,0.3,0.0,0.43,0.0,0.0,0.17,0.09,0.0,0.91,0.17,0.43,0.0,0.0,0.36,0.3
psrchive.csv,0.06,1.0,0.42,0.61,0.21,0.0,0.07,0.14,0.49,0.29,0.18,0.42,0.0,0.0,0.14,0.38,0.91
pydev.csv,0.5,0.47,0.33,0.0,0.41,0.42,0.45,0.57,0.5,0.5,0.31,0.67,0.38,0.12,0.25,1.0,0.73
sarasvati.csv,0.31,0.0,0.28,0.17,1.0,0.1,0.22,0.05,0.27,0.0,0.17,0.06,0.29,0.0,0.01,0.42,0.78
stuproa-cims.csv,0.57,0.4,0.13,0.56,0.5,0.44,0.48,0.59,0.72,0.0,0.46,0.66,0.98,0.22,0.0,0.65,0.6
thout.csv,0.96,0.47,0.53,0.41,0.37,0.49,0.47,0.47,0.09,0.56,0.52,0.27,0.51,0.13,0.4,0.51,0.8
zact.csv,0.0,0.0,0.07,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.39,0.39,0.0,0.0,0.47,0.0
