,thout.csv,psrchive.csv,jvcl.csv,zact.csv,sarasvati.csv,liferea.csv,kwave.csv,blogentis.csv,checker-framework.csv,fontforge.csv,magicwars.csv,lockss.csv,stuproa-cims.csv,ctrlr.csv,gusanos.csv,pydev.csv,cme.csv
blogentis.csv,0.74,0.45,0.41,0.62,0.48,0.33,0.42,0.75,0.55,0.29,0.48,0.41,0.35,0.45,0.58,0.36,0.36
checker-framework.csv,0.57,0.91,0.32,0.67,0.93,0.67,0.93,0.78,0.67,0.0,0.98,0.64,0.94,0.0,0.0,0.45,0.42
cme.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8
ctrlr.csv,0.92,0.88,0.0,0.93,0.75,0.67,0.0,0.93,0.86,0.0,0.82,0.67,0.67,0.95,0.94,0.88,0.0
fontforge.csv,0.64,0.51,0.51,0.43,0.53,0.33,0.65,0.44,0.6,0.5,0.49,0.45,0.49,0.49,0.52,0.41,0.38
gusanos.csv,0.41,0.39,0.33,0.35,0.44,0.33,0.39,0.33,0.45,0.42,0.35,0.38,0.38,0.44,0.42,0.32,0.35
jvcl.csv,0.5,0.0,0.94,0.88,0.88,0.0,0.0,0.9,0.97,0.0,0.94,0.67,0.94,0.0,0.0,0.83,0.86
kwave.csv,0.53,0.59,0.44,0.48,0.51,0.33,0.94,0.4,0.56,0.92,0.59,0.52,0.51,0.86,0.55,0.43,0.52
liferea.csv,0.46,0.49,0.3,0.45,0.52,0.77,0.52,0.5,0.4,0.28,0.63,0.43,0.5,0.67,0.53,0.33,0.36
lockss.csv,0.88,0.75,0.95,0.93,0.94,0.67,0.0,0.75,0.67,0.75,0.95,0.86,0.67,0.83,0.83,0.88,0.5
magicwars.csv,0.46,0.38,0.31,0.33,0.42,0.33,0.4,0.38,0.53,0.29,0.71,0.39,0.35,0.45,0.42,0.33,0.38
psrchive.csv,0.88,0.93,0.94,0.52,0.9,0.0,0.5,0.93,0.69,0.86,0.98,0.71,0.67,0.67,0.92,0.9,0.41
pydev.csv,0.6,0.64,0.34,0.73,0.96,0.82,0.61,0.57,0.57,0.34,0.84,0.38,0.57,0.9,0.71,0.61,0.36
sarasvati.csv,0.86,0.0,0.65,0.83,0.91,0.0,0.92,0.5,0.83,0.5,0.96,0.5,0.97,0.0,0.86,0.67,0.47
stuproa-cims.csv,0.57,0.8,0.3,0.41,0.76,0.38,0.9,0.44,0.62,0.29,0.38,0.36,0.78,0.69,0.42,0.39,0.4
thout.csv,0.76,0.6,0.35,0.38,0.43,0.42,0.49,0.47,0.56,0.38,0.46,0.42,0.42,0.46,0.52,0.44,0.38
zact.csv,0.0,0.0,0.9,0.86,0.67,0.0,0.0,0.0,0.0,0.0,0.5,0.83,0.88,0.0,0.0,0.49,0.0
