,thout.csv,psrchive.csv,jvcl.csv,zact.csv,sarasvati.csv,liferea.csv,kwave.csv,blogentis.csv,checker-framework.csv,fontforge.csv,magicwars.csv,lockss.csv,stuproa-cims.csv,ctrlr.csv,gusanos.csv,pydev.csv,cme.csv
blogentis.csv,0.52,0.71,0.56,0.14,0.82,1.0,0.94,1.0,1.0,1.0,0.71,0.95,0.96,1.0,0.6,0.94,0.8
checker-framework.csv,0.45,0.14,0.94,0.29,0.09,0.15,0.44,0.33,0.92,0.0,0.21,0.41,0.22,0.0,0.0,0.72,0.8
cme.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
ctrlr.csv,0.07,0.0,0.0,0.14,0.0,0.0,0.06,0.08,0.0,0.0,0.21,0.0,0.04,0.95,0.19,0.03,0.0
fontforge.csv,0.61,0.71,0.56,0.86,0.55,0.85,0.25,0.58,0.77,1.0,0.56,0.55,0.33,0.62,0.36,0.75,0.8
gusanos.csv,0.75,0.86,0.69,0.86,0.82,0.92,0.75,0.62,0.85,0.5,0.92,0.73,0.62,0.43,1.0,0.81,0.4
jvcl.csv,0.02,0.0,1.0,0.43,0.0,0.0,0.0,0.08,0.15,0.0,0.07,0.05,0.04,0.0,0.0,0.08,0.0
kwave.csv,0.64,0.57,0.5,0.71,0.64,1.0,1.0,0.75,0.69,0.25,0.6,0.59,0.36,0.43,0.61,0.56,0.8
liferea.csv,0.48,0.64,0.88,0.43,0.64,1.0,0.44,0.5,0.62,0.79,0.4,0.55,0.47,0.24,0.39,0.72,0.8
lockss.csv,0.05,0.0,0.19,0.0,0.18,0.15,0.0,0.04,0.23,0.08,0.06,1.0,0.04,0.0,0.07,0.11,0.0
magicwars.csv,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.89,0.95,0.87,1.0,1.0,1.0,1.0
psrchive.csv,0.05,1.0,0.38,0.71,0.18,0.0,0.06,0.12,0.62,0.25,0.15,0.41,0.0,0.0,0.12,0.33,1.0
pydev.csv,0.45,0.43,0.94,0.0,0.36,0.38,0.44,0.58,0.46,0.58,0.27,0.73,0.35,0.1,0.22,1.0,0.8
sarasvati.csv,0.27,0.0,0.25,0.14,1.0,0.08,0.19,0.04,0.23,0.0,0.14,0.05,0.25,0.0,0.01,0.39,0.8
stuproa-cims.csv,0.68,0.36,0.94,0.71,0.45,0.77,0.44,0.88,0.85,1.0,0.61,0.82,0.98,0.19,1.0,0.86,1.0
thout.csv,0.95,0.5,0.81,0.86,0.91,0.62,0.69,0.71,0.85,0.79,0.69,0.91,0.82,1.0,0.75,0.75,1.0
zact.csv,0.0,0.0,0.06,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.36,0.35,0.0,0.0,0.61,0.0
