,gtad.csv,wgs-assembler.csv,nh3d.csv,jvcl.csv,kaffeine.csv,sarasvati.csv,blogentis.csv,m-m-m.csv,taokgame.csv,scen-connect.csv,htmlunit.csv,myfaces.csv,jaxlib.csv,anaxagora.csv,ipfire-wall.csv,jasperreports.csv,irplus.csv,smartgwt.csv,poormans.csv,free-evolution.csv
anaxagora.csv,0.25,0.04,0.06,0.8,0.0,0.18,0.23,0.1,0.4,0.16,0.12,0.2,0.31,0.0,0.38,0.22,0.2,0.13,0.16,0.08
blogentis.csv,0.28,0.47,0.63,0.32,1.0,0.32,0.0,0.3,0.34,0.31,0.49,0.11,0.42,0.33,0.38,0.29,0.34,0.06,0.2,0.64
free-evolution.csv,0.21,0.96,0.16,0.69,0.09,0.12,0.57,0.2,0.45,0.15,0.21,0.5,0.69,0.26,0.19,0.39,0.25,0.1,0.16,0.0
gtad.csv,0.0,0.07,0.07,0.14,0.0,0.02,0.14,0.0,0.11,0.07,0.04,0.05,0.12,0.05,0.03,0.05,0.14,0.02,0.02,0.01
htmlunit.csv,0.37,0.59,0.57,0.74,0.0,0.57,0.25,0.1,0.15,0.75,0.0,0.17,0.21,0.25,0.24,0.19,0.39,0.02,0.08,0.09
ipfire-wall.csv,0.32,0.33,0.6,0.8,0.27,0.05,0.49,0.2,0.38,0.05,0.48,0.18,0.15,0.19,0.0,0.27,0.16,0.38,0.08,0.12
irplus.csv,0.35,0.46,0.32,0.64,0.09,0.41,0.28,0.3,0.28,0.26,0.38,0.28,0.46,0.25,0.41,0.32,0.0,0.73,0.22,0.27
jasperreports.csv,0.04,0.06,0.17,0.06,0.09,0.89,0.71,0.3,0.0,0.84,0.14,0.02,0.02,0.17,0.08,0.0,0.7,0.02,0.05,0.08
jaxlib.csv,0.0,0.01,0.0,0.02,0.0,0.01,0.03,0.0,0.02,0.0,0.04,0.02,0.0,0.01,0.0,0.02,0.02,0.01,0.0,0.0
jvcl.csv,0.0,0.0,0.0,0.0,0.09,0.06,0.14,0.0,0.05,0.02,0.04,0.14,0.08,0.06,0.0,0.12,0.02,0.0,0.03,0.0
kaffeine.csv,0.93,0.7,1.0,0.97,0.09,0.43,0.45,0.4,0.54,0.95,0.46,0.31,1.0,0.51,1.0,0.36,0.34,0.75,0.38,0.95
m-m-m.csv,0.86,0.41,1.0,1.0,1.0,0.8,0.97,0.0,0.57,0.64,0.84,0.99,1.0,0.84,0.49,0.3,0.45,0.99,0.81,0.87
myfaces.csv,0.94,1.0,1.0,0.2,1.0,0.99,0.88,0.7,0.24,0.95,0.86,0.0,0.21,0.81,0.97,0.88,0.95,0.45,0.64,0.98
nh3d.csv,0.0,0.0,0.0,0.06,0.0,0.16,0.23,0.0,0.09,0.43,0.01,0.2,0.08,0.17,0.08,0.02,0.14,0.1,0.2,0.01
poormans.csv,0.1,0.34,0.17,0.12,0.73,0.04,0.1,0.3,0.22,0.03,0.16,0.09,0.38,0.06,0.22,0.16,0.16,0.01,0.0,0.21
sarasvati.csv,0.24,0.09,0.1,0.47,0.09,0.0,0.01,0.2,0.1,0.02,0.14,0.14,0.23,0.09,0.05,0.06,0.32,0.06,0.14,0.03
smartgwt.csv,0.56,1.0,0.24,0.89,0.45,0.27,0.25,0.5,0.49,0.39,0.57,0.39,0.56,0.37,0.68,0.44,0.45,0.01,0.3,0.6
taokgame.csv,0.11,0.0,0.0,0.17,0.0,0.06,0.13,0.0,0.01,0.05,0.04,0.17,0.04,0.12,0.32,0.05,0.18,0.0,0.12,0.06
wgs-assembler.csv,0.2,0.01,0.17,0.61,0.18,0.18,0.36,0.2,0.2,0.44,0.21,0.26,0.25,0.25,0.27,0.13,0.25,0.24,0.16,0.44
