,gtad.csv,wgs-assembler.csv,nh3d.csv,jvcl.csv,kaffeine.csv,sarasvati.csv,blogentis.csv,m-m-m.csv,taokgame.csv,scen-connect.csv,htmlunit.csv,myfaces.csv,jaxlib.csv,anaxagora.csv,ipfire-wall.csv,jasperreports.csv,irplus.csv,smartgwt.csv,poormans.csv,free-evolution.csv
anaxagora.csv,72.0,0.0,6.0,11.0,0.0,8.0,7.0,0.0,2.0,61.0,1.0,24.0,49.0,0.0,4.0,64.0,1.0,0.0,12.0,4.0
blogentis.csv,16.0,7.0,116.0,13.0,0.0,4.0,0.0,0.0,91.0,19.0,13.0,10.0,49.0,0.0,4.0,84.0,5.0,1.0,2.0,13.0
free-evolution.csv,11.0,4.0,0.0,3.0,0.0,18.0,10.0,0.0,19.0,61.0,7.0,41.0,17.0,2.0,4.0,142.0,4.0,1.0,17.0,0.0
gtad.csv,0.0,0.0,355.0,9.0,0.0,0.0,0.0,60.0,91.0,4.0,1.0,1.0,49.0,4.0,0.0,4.0,2.0,1.0,0.0,139.0
htmlunit.csv,20.0,5.0,144.0,0.0,0.0,20.0,7.0,0.0,2.0,46.0,0.0,4.0,49.0,1.0,7.0,45.0,3.0,1.0,4.0,5.0
ipfire-wall.csv,15.0,2.0,32.0,9.0,0.0,169.0,5.0,0.0,2.0,61.0,7.0,8.0,1.0,7.0,0.0,17.0,0.0,32.0,4.0,4.0
irplus.csv,12.0,1.0,0.0,9.0,0.0,21.0,9.0,0.0,2.0,16.0,8.0,19.0,49.0,10.0,4.0,111.0,0.0,1.0,12.0,8.0
jasperreports.csv,3.0,1.0,5.0,158.0,59.0,24.0,13.0,0.0,91.0,51.0,3.0,4.0,49.0,3.0,3.0,0.0,0.0,0.0,3.0,3.0
jaxlib.csv,72.0,1.0,355.0,0.0,59.0,1.0,92.0,0.0,91.0,61.0,5.0,5.0,0.0,128.0,54.0,502.0,68.0,0.0,161.0,139.0
jvcl.csv,72.0,108.0,355.0,0.0,1.0,169.0,4.0,60.0,1.0,61.0,5.0,36.0,49.0,4.0,54.0,502.0,1.0,387.0,4.0,139.0
kaffeine.csv,50.0,1.0,0.0,10.0,0.0,3.0,12.0,0.0,2.0,58.0,14.0,6.0,25.0,22.0,8.0,106.0,2.0,103.0,10.0,15.0
m-m-m.csv,48.0,3.0,0.0,10.0,0.0,12.0,14.0,0.0,9.0,39.0,26.0,35.0,25.0,5.0,3.0,24.0,0.0,2.0,45.0,16.0
myfaces.csv,51.0,7.0,0.0,16.0,0.0,24.0,15.0,0.0,91.0,61.0,25.0,0.0,4.0,7.0,8.0,182.0,0.0,1.0,36.0,16.0
nh3d.csv,72.0,108.0,0.0,158.0,0.0,19.0,0.0,0.0,1.0,61.0,2.0,48.0,49.0,4.0,2.0,3.0,0.0,17.0,21.0,0.0
poormans.csv,72.0,0.0,0.0,4.0,1.0,7.0,0.0,0.0,1.0,2.0,1.0,0.0,8.0,1.0,4.0,25.0,5.0,0.0,0.0,1.0
sarasvati.csv,8.0,0.0,355.0,3.0,0.0,0.0,92.0,0.0,0.0,61.0,15.0,4.0,49.0,4.0,0.0,11.0,3.0,13.0,1.0,1.0
smartgwt.csv,31.0,7.0,39.0,14.0,1.0,27.0,5.0,0.0,6.0,61.0,3.0,26.0,16.0,11.0,5.0,41.0,3.0,1.0,3.0,7.0
taokgame.csv,6.0,108.0,355.0,1.0,0.0,4.0,4.0,60.0,0.0,61.0,5.0,23.0,49.0,9.0,1.0,8.0,1.0,0.0,1.0,0.0
wgs-assembler.csv,72.0,0.0,14.0,14.0,1.0,16.0,5.0,0.0,3.0,27.0,17.0,8.0,49.0,19.0,2.0,25.0,7.0,20.0,3.0,7.0
