,gtad.csv,wgs-assembler.csv,nh3d.csv,jvcl.csv,kaffeine.csv,sarasvati.csv,blogentis.csv,m-m-m.csv,taokgame.csv,scen-connect.csv,htmlunit.csv,myfaces.csv,jaxlib.csv,anaxagora.csv,ipfire-wall.csv,jasperreports.csv,irplus.csv,smartgwt.csv,poormans.csv,free-evolution.csv
anaxagora.csv,0.67,0.88,0.95,0.34,0.65,0.97,0.73,0.73,0.64,0.9,0.97,0.77,0.67,0.95,0.65,0.69,0.62,0.68,0.73,0.93
blogentis.csv,0.81,0.58,0.75,0.52,0.59,0.76,0.74,0.47,0.57,0.7,0.42,0.93,0.5,0.72,0.61,0.53,0.65,0.55,0.87,0.68
free-evolution.csv,0.81,0.31,0.98,0.35,0.91,0.95,0.5,0.62,0.63,0.89,0.56,0.57,0.35,0.74,0.62,0.6,0.92,0.6,0.79,0.86
gtad.csv,0.5,0.91,0.96,0.95,0.5,0.86,0.8,0.0,0.89,0.8,0.96,0.97,0.83,0.89,0.67,0.97,0.73,0.97,0.91,0.0
htmlunit.csv,0.57,0.44,0.44,0.32,0.67,0.64,0.69,0.55,0.92,0.47,0.6,0.65,0.8,0.77,0.77,0.69,0.56,0.97,0.94,0.93
ipfire-wall.csv,0.62,0.63,0.47,0.39,0.82,0.88,0.51,0.62,0.61,0.67,0.55,0.99,0.88,0.83,0.56,0.57,0.68,0.61,0.94,0.94
irplus.csv,0.44,0.48,0.49,0.38,0.59,0.88,0.63,0.65,0.88,0.88,0.42,0.67,0.41,0.74,0.48,0.7,0.61,0.71,0.86,0.81
jasperreports.csv,0.75,0.83,0.89,0.88,0.0,0.45,0.52,0.86,0.0,0.44,0.98,0.86,0.0,0.96,0.75,0.96,0.47,0.96,0.86,0.92
jaxlib.csv,0.0,0.67,0.0,0.8,0.0,0.67,0.5,0.5,0.5,0.0,0.9,0.86,0.5,0.0,0.0,0.9,0.0,0.94,0.0,0.0
jvcl.csv,0.0,0.0,0.0,0.92,0.5,0.89,0.92,0.0,0.8,0.0,0.89,0.98,0.75,0.86,0.0,0.98,0.67,0.0,0.8,0.0
kaffeine.csv,0.36,0.35,0.51,0.32,0.39,0.46,0.48,0.35,0.44,0.37,0.42,0.47,0.3,0.46,0.36,0.4,0.41,0.56,0.46,0.45
m-m-m.csv,0.37,0.61,0.51,0.31,0.43,0.43,0.37,0.63,0.47,0.45,0.4,0.42,0.3,0.4,0.48,0.56,0.5,0.55,0.53,0.52
myfaces.csv,0.36,0.32,0.51,0.97,0.42,0.41,0.43,0.67,0.9,0.4,0.42,0.97,0.91,0.44,0.37,0.53,0.36,0.93,0.69,0.46
nh3d.csv,0.0,0.0,0.75,0.89,0.83,0.97,0.76,0.67,0.94,0.62,0.93,0.99,0.75,0.95,0.88,0.95,0.91,0.98,0.95,0.8
poormans.csv,0.86,0.47,0.8,0.96,0.89,0.89,0.86,0.43,0.8,0.67,0.58,0.95,0.63,0.9,0.83,0.65,0.92,0.96,0.77,0.97
sarasvati.csv,0.68,0.93,0.97,0.5,0.83,0.91,0.0,0.75,0.89,0.0,0.94,0.84,0.64,0.93,0.83,0.97,0.76,0.98,0.75,0.91
smartgwt.csv,0.46,0.32,0.62,0.32,0.55,0.68,0.64,0.56,0.49,0.67,0.39,0.65,0.48,0.56,0.51,0.49,0.53,0.56,0.53,0.53
taokgame.csv,0.89,0.0,0.0,0.96,0.67,0.9,0.92,0.0,0.91,0.67,0.9,0.9,0.5,0.94,0.67,0.96,0.92,0.67,0.81,0.92
wgs-assembler.csv,0.86,0.64,0.9,0.46,0.75,0.97,0.66,0.91,0.88,0.64,0.75,0.74,0.83,0.88,0.53,0.77,0.74,0.54,0.87,0.71
