,gtad.csv,wgs-assembler.csv,nh3d.csv,jvcl.csv,kaffeine.csv,sarasvati.csv,blogentis.csv,m-m-m.csv,taokgame.csv,scen-connect.csv,htmlunit.csv,myfaces.csv,jaxlib.csv,anaxagora.csv,ipfire-wall.csv,jasperreports.csv,irplus.csv,smartgwt.csv,poormans.csv,free-evolution.csv
anaxagora.csv,0.0,0.62,0.05,0.1,1.0,0.03,0.27,0.91,0.15,0.0,0.39,0.16,0.0,1.0,0.3,0.1,0.57,0.45,0.39,0.36
blogentis.csv,0.05,0.4,0.01,0.15,0.73,0.06,1.0,0.8,0.0,0.05,0.39,0.23,0.0,0.16,0.39,0.1,0.35,0.76,0.19,0.17
free-evolution.csv,0.06,0.37,0.02,0.09,0.91,0.1,0.3,0.85,0.03,0.0,0.54,0.18,0.03,0.18,0.46,0.09,0.08,0.63,0.38,1.0
gtad.csv,1.0,0.55,0.0,0.05,1.0,0.57,0.33,0.0,0.0,0.2,0.68,0.62,0.0,0.44,0.67,0.28,0.45,0.81,0.73,0.0
htmlunit.csv,0.07,0.34,0.0,0.12,1.0,0.08,0.41,0.91,0.08,0.02,1.0,0.34,0.0,0.13,0.31,0.13,0.37,0.84,0.44,0.33
ipfire-wall.csv,0.04,0.39,0.01,0.07,0.82,0.0,0.24,0.85,0.06,0.0,0.29,0.2,0.12,0.28,1.0,0.14,0.63,0.31,0.44,0.28
irplus.csv,0.07,0.3,0.01,0.1,0.94,0.06,0.3,0.88,0.08,0.06,0.43,0.18,0.0,0.21,0.35,0.1,1.0,0.19,0.35,0.19
jasperreports.csv,0.25,0.33,0.02,0.0,0.0,0.06,0.22,0.57,0.0,0.02,0.44,0.29,0.0,0.25,0.25,1.0,0.34,0.71,0.14,0.31
jaxlib.csv,0.0,0.67,0.0,0.4,0.0,0.33,0.0,1.0,0.0,0.0,0.2,0.29,1.0,0.0,0.0,0.0,0.0,0.81,0.0,0.0
jvcl.csv,0.0,0.0,0.0,1.0,0.5,0.0,0.17,0.0,0.2,0.0,0.22,0.12,0.0,0.14,0.0,0.0,0.67,0.0,0.2,0.0
kaffeine.csv,0.01,0.35,0.01,0.09,0.98,0.11,0.3,0.76,0.08,0.02,0.38,0.29,0.04,0.15,0.33,0.12,0.48,0.18,0.38,0.23
m-m-m.csv,0.03,0.34,0.01,0.1,0.8,0.07,0.26,1.0,0.11,0.02,0.31,0.13,0.04,0.17,0.42,0.15,0.41,0.24,0.2,0.22
myfaces.csv,0.03,0.35,0.01,0.12,0.81,0.05,0.26,0.84,0.0,0.0,0.31,0.98,0.09,0.16,0.33,0.03,0.34,0.15,0.14,0.22
nh3d.csv,0.0,0.0,1.0,0.0,1.0,0.14,0.24,1.0,0.59,0.0,0.86,0.2,0.0,0.18,0.62,0.48,0.45,0.31,0.33,0.8
poormans.csv,0.0,0.44,0.02,0.26,0.58,0.22,0.5,0.79,0.1,0.33,0.58,0.4,0.05,0.3,0.33,0.18,0.42,0.93,1.0,0.31
sarasvati.csv,0.11,0.57,0.0,0.14,0.83,1.0,0.0,0.75,0.11,0.0,0.49,0.29,0.0,0.33,0.67,0.3,0.33,0.6,0.44,0.73
smartgwt.csv,0.02,0.36,0.01,0.09,0.84,0.09,0.39,0.72,0.15,0.0,0.4,0.18,0.07,0.17,0.29,0.11,0.33,0.98,0.37,0.2
taokgame.csv,0.11,0.0,0.0,0.11,1.0,0.1,0.25,0.0,0.91,0.0,0.3,0.22,0.0,0.19,0.33,0.19,0.33,1.0,0.42,0.5
wgs-assembler.csv,0.0,0.97,0.03,0.09,0.83,0.07,0.22,0.82,0.06,0.04,0.38,0.14,0.0,0.18,0.47,0.2,0.42,0.43,0.35,0.25
