,openefm.csv,jgnash.csv,ingex.csv,ambulant.csv,synecdoche.csv
ambulant.csv,0.48,0.24,0.52,0.98,0.51
ingex.csv,0.21,0.11,0.96,0.12,0.41
jgnash.csv,0.22,1.0,0.11,0.16,0.18
openefm.csv,0.97,0.22,0.51,0.23,0.49
synecdoche.csv,0.48,0.33,0.47,0.36,1.0
