,openefm.csv,jgnash.csv,ingex.csv,ambulant.csv,synecdoche.csv
ambulant.csv,0.91,0.72,0.48,0.95,0.62
ingex.csv,0.12,0.08,0.93,0.07,0.31
jgnash.csv,0.15,1.0,0.07,0.1,0.1
openefm.csv,0.97,0.32,0.41,0.17,0.48
synecdoche.csv,0.82,0.96,0.76,0.41,1.0
