,encog-java.csv,h2database.csv,raven-monitoring.csv,jaql.csv,bochs.csv,haphazard.csv,v8.csv
bochs.csv,0.47,0.49,0.48,0.55,0.69,0.57,0.57
encog-java.csv,0.97,0.98,0.46,0.75,0.84,0.52,0.98
h2database.csv,0.45,0.98,0.9,0.92,0.91,0.73,0.78
haphazard.csv,0.99,0.97,0.96,0.96,0.76,0.91,0.8
jaql.csv,0.43,0.53,0.54,0.57,0.66,0.46,0.56
raven-monitoring.csv,0.62,0.55,0.63,0.97,0.7,0.84,0.7
v8.csv,0.44,0.49,0.47,0.42,0.56,0.33,0.44
