,guineu.csv,x4x.csv,amanda.csv,arsenal-1.csv,mvdsv.csv,fm-classic.csv,bnetd.csv,libmesh.csv,cascading.csv,twostep.csv,gnome-jabber.csv,free-evolution.csv,ipfilter.csv,l2j.csv,jruby.csv,stajistics.csv
amanda.csv,0.46,0.52,0.71,0.93,0.33,0.67,0.28,0.42,0.79,0.46,0.02,0.52,0.04,0.4,0.74,0.5
arsenal-1.csv,0.12,0.17,0.08,0.63,0.0,0.0,0.05,0.04,0.01,0.12,0.0,0.03,0.15,0.23,0.15,0.0
bnetd.csv,0.96,0.88,0.87,0.78,1.0,1.0,0.69,0.42,0.96,0.96,0.37,0.55,0.61,0.98,0.91,0.83
cascading.csv,0.46,0.5,1.0,0.96,1.0,1.0,0.44,0.35,0.75,0.31,0.05,0.45,0.33,0.28,0.64,0.63
fm-classic.csv,0.12,0.07,0.13,0.19,0.0,1.0,0.13,0.31,0.17,0.12,0.03,0.06,0.39,0.06,0.1,0.4
free-evolution.csv,0.69,0.67,0.63,0.81,1.0,0.0,0.59,0.19,0.57,0.92,1.0,0.64,1.0,0.31,0.5,0.63
gnome-jabber.csv,0.5,0.67,0.6,0.3,1.0,1.0,0.72,0.35,0.74,0.85,0.6,0.61,0.78,0.81,0.35,0.73
guineu.csv,0.58,0.33,0.92,0.33,0.67,0.0,0.59,0.27,0.44,0.38,1.0,0.79,0.76,0.14,0.27,0.53
ipfilter.csv,0.42,0.76,0.67,0.74,0.67,1.0,0.31,0.85,0.75,1.0,0.97,0.52,0.93,0.87,0.81,0.47
jruby.csv,0.31,0.69,0.15,0.67,1.0,0.33,0.1,0.19,0.84,0.85,1.0,0.27,1.0,0.79,0.68,0.4
l2j.csv,0.85,0.55,0.65,0.22,0.67,1.0,0.59,0.27,0.31,0.38,0.04,0.58,0.22,0.76,0.25,0.63
libmesh.csv,0.19,0.38,0.25,0.0,0.0,0.33,0.41,0.69,0.33,0.0,0.0,0.33,0.0,0.1,0.02,0.17
mvdsv.csv,0.0,0.0,0.29,0.0,1.0,0.0,0.1,0.04,0.09,0.04,0.04,0.0,0.07,0.01,0.05,0.0
stajistics.csv,0.73,0.69,0.85,0.78,1.0,0.33,0.44,0.38,0.49,0.88,1.0,0.64,1.0,0.51,0.58,0.7
twostep.csv,0.88,0.83,0.63,0.96,1.0,1.0,0.77,0.5,0.81,0.77,0.21,0.52,0.43,0.53,0.91,0.93
x4x.csv,0.58,0.74,1.0,0.3,1.0,0.67,0.72,0.23,0.82,0.77,0.52,0.85,0.52,0.95,0.86,0.77
