,etics.csv,badtrinity-zero.csv,mcore3d.csv,xbplayer.csv,kvs.csv,monetdb.csv,modellus.csv,boost.csv,gusanos.csv,projecteqemu.csv,pydev.csv,codepurge.csv,bibletime.csv
badtrinity-zero.csv,0.29,1.0,0.67,0.45,0.22,0.38,0.5,0.43,0.5,0.52,0.44,0.17,0.9
bibletime.csv,0.33,0.59,0.66,0.4,0.22,0.39,0.58,0.38,0.81,0.49,0.32,0.12,1.0
boost.csv,0.42,0.56,0.69,0.27,0.31,0.53,0.68,0.99,0.76,0.47,0.49,0.12,0.79
codepurge.csv,0.5,0.71,0.67,0.39,0.21,0.5,0.81,0.58,0.86,0.63,0.53,0.96,0.83
etics.csv,1.0,0.76,0.75,0.48,0.12,0.47,0.55,0.58,0.88,0.62,0.49,0.19,0.93
gusanos.csv,0.28,0.52,0.71,0.39,0.29,0.28,0.56,0.34,1.0,0.49,0.42,0.15,0.83
kvs.csv,0.57,0.48,0.65,0.4,1.0,0.56,0.61,0.41,0.7,0.57,0.45,0.12,0.88
mcore3d.csv,0.31,0.56,0.99,0.39,0.15,0.26,0.51,0.44,0.74,0.48,0.35,0.18,0.85
modellus.csv,0.47,0.69,0.76,0.45,0.33,0.45,0.98,0.37,0.87,0.53,0.5,0.21,0.93
monetdb.csv,0.44,0.67,0.62,0.28,0.2,1.0,0.58,0.4,0.69,0.51,0.41,0.11,0.87
projecteqemu.csv,0.5,0.66,0.88,0.53,0.6,0.43,0.78,0.62,0.77,1.0,0.41,0.24,0.92
pydev.csv,0.5,0.55,0.73,0.36,0.25,0.46,0.62,0.5,0.77,0.47,0.95,0.24,0.84
xbplayer.csv,0.5,0.7,0.65,1.0,0.5,0.82,0.86,0.59,0.88,0.81,0.56,0.32,0.8
