,etics.csv,badtrinity-zero.csv,mcore3d.csv,xbplayer.csv,kvs.csv,monetdb.csv,modellus.csv,boost.csv,gusanos.csv,projecteqemu.csv,pydev.csv,codepurge.csv,bibletime.csv
badtrinity-zero.csv,0.43,0.99,0.35,0.19,0.3,0.45,0.2,0.42,0.11,0.6,0.5,0.21,0.75
bibletime.csv,0.49,0.67,0.67,0.54,0.33,0.55,0.66,0.49,0.74,0.64,0.45,0.2,1.0
boost.csv,0.54,0.59,0.6,0.36,0.35,0.55,0.59,0.96,0.55,0.58,0.51,0.15,0.67
codepurge.csv,0.43,0.52,0.15,0.36,0.18,0.49,0.25,0.28,0.43,0.54,0.53,0.94,0.36
etics.csv,1.0,0.46,0.51,0.41,0.11,0.36,0.57,0.31,0.36,0.69,0.52,0.2,0.58
gusanos.csv,0.4,0.59,0.65,0.55,0.44,0.36,0.67,0.41,0.99,0.6,0.54,0.25,0.86
kvs.csv,0.59,0.43,0.21,0.49,1.0,0.53,0.52,0.38,0.5,0.58,0.46,0.1,0.48
mcore3d.csv,0.43,0.55,0.99,0.46,0.21,0.32,0.49,0.55,0.58,0.5,0.45,0.29,0.7
modellus.csv,0.53,0.34,0.44,0.45,0.32,0.27,0.98,0.47,0.44,0.34,0.47,0.3,0.55
monetdb.csv,0.36,0.59,0.48,0.35,0.13,0.98,0.66,0.37,0.57,0.51,0.45,0.16,0.32
projecteqemu.csv,0.38,0.4,0.5,0.47,0.24,0.44,0.47,0.25,0.43,0.97,0.35,0.2,0.66
pydev.csv,0.52,0.47,0.55,0.37,0.39,0.42,0.38,0.44,0.47,0.53,0.96,0.28,0.6
xbplayer.csv,0.13,0.28,0.16,0.96,0.17,0.31,0.43,0.39,0.36,0.5,0.37,0.3,0.21
