,etics.csv,badtrinity-zero.csv,mcore3d.csv,xbplayer.csv,kvs.csv,monetdb.csv,modellus.csv,boost.csv,gusanos.csv,projecteqemu.csv,pydev.csv,codepurge.csv,bibletime.csv
badtrinity-zero.csv,0.41,0.56,0.91,0.91,0.51,0.49,0.95,0.57,0.88,0.38,0.5,0.86,0.44
bibletime.csv,0.42,0.44,0.46,0.44,0.45,0.36,0.45,0.48,0.42,0.4,0.36,0.51,0.39
boost.csv,0.54,0.56,0.59,0.58,0.73,0.53,0.55,0.71,0.63,0.45,0.64,0.74,0.46
codepurge.csv,0.7,0.56,0.93,0.75,0.93,0.54,0.94,0.92,0.59,0.48,0.5,0.96,0.72
etics.csv,0.69,0.76,0.66,0.81,0.94,0.83,0.58,0.98,0.88,0.42,0.61,0.96,0.6
gusanos.csv,0.41,0.5,0.48,0.42,0.47,0.46,0.39,0.47,0.41,0.39,0.39,0.49,0.39
kvs.csv,0.64,0.65,0.96,0.49,0.8,0.58,0.53,0.59,0.68,0.57,0.53,0.94,0.64
mcore3d.csv,0.52,0.53,0.46,0.44,0.46,0.48,0.56,0.54,0.6,0.4,0.44,0.52,0.37
modellus.csv,0.65,0.96,0.8,0.6,0.78,0.95,0.46,0.6,0.65,0.82,0.59,0.61,0.75
monetdb.csv,0.89,0.62,0.62,0.64,0.9,0.58,0.51,0.71,0.65,0.71,0.55,0.68,0.93
projecteqemu.csv,0.88,0.74,0.71,0.76,0.8,0.57,0.76,0.97,0.62,0.59,0.74,0.94,0.46
pydev.csv,0.5,0.59,0.58,0.64,0.48,0.64,0.74,0.67,0.67,0.43,0.62,0.68,0.57
xbplayer.csv,0.5,0.95,0.94,0.64,0.75,0.91,0.83,0.68,0.71,0.69,0.89,0.82,0.9
