,selenium.csv,pcgen.csv,autoopencas.csv,tolven.csv,nabu-library.csv
autoopencas.csv,0.94,0.55,0.68,0.97,0.73
nabu-library.csv,0.94,0.97,0.45,0.88,0.53
pcgen.csv,0.44,0.44,0.4,0.36,0.55
selenium.csv,0.42,0.39,0.36,0.38,0.62
tolven.csv,0.67,0.66,0.97,0.49,0.0
