,bl-toolkit.csv,aztec.csv,fm-classic.csv,clamav.csv,kml.csv,auber.csv,lufa-lib.csv,qmmp.csv,xapian.csv,xtreemfs.csv,mplayer-ce.csv
auber.csv,0.75,0.27,0.07,0.5,0.75,1.0,0.42,0.44,0.24,0.97,0.45
aztec.csv,0.83,1.0,0.04,0.3,0.0,0.76,0.0,1.0,0.5,0.85,0.0
bl-toolkit.csv,1.0,0.0,0.04,0.38,0.38,0.71,0.37,0.68,0.18,0.78,0.41
clamav.csv,0.75,0.08,0.14,0.95,0.7,0.7,0.5,0.64,0.3,0.7,0.48
fm-classic.csv,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
kml.csv,0.76,0.26,0.05,0.67,1.0,0.75,0.48,0.73,0.45,0.89,0.46
lufa-lib.csv,0.67,0.15,0.0,0.53,0.64,0.52,0.99,0.7,0.4,0.91,0.43
mplayer-ce.csv,0.68,0.1,0.02,0.33,0.49,0.62,0.52,0.41,0.27,0.79,0.99
qmmp.csv,0.68,0.12,0.07,0.33,0.58,0.54,0.39,0.97,0.28,0.88,0.44
xapian.csv,0.89,0.24,0.07,0.35,0.45,0.7,0.33,0.78,1.0,0.82,0.54
xtreemfs.csv,0.75,0.1,0.07,0.42,0.73,0.61,0.47,0.64,0.31,1.0,0.49
