,bl-toolkit.csv,aztec.csv,fm-classic.csv,clamav.csv,kml.csv,auber.csv,lufa-lib.csv,qmmp.csv,xapian.csv,xtreemfs.csv,mplayer-ce.csv
auber.csv,0.59,0.06,0.6,0.19,0.21,0.0,0.43,0.39,0.25,0.13,0.52
aztec.csv,0.05,0.0,0.35,0.39,0.0,0.11,0.0,0.0,0.05,0.18,0.0
bl-toolkit.csv,0.0,0.06,0.37,0.36,0.54,0.27,0.4,0.15,0.1,0.25,0.5
clamav.csv,0.14,0.4,0.28,0.03,0.21,0.29,0.01,0.26,0.38,0.41,0.3
fm-classic.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
kml.csv,0.23,0.13,0.76,0.06,0.0,0.27,0.67,0.21,0.18,0.48,0.82
lufa-lib.csv,0.23,0.19,0.28,0.19,0.41,0.51,0.01,0.1,0.17,0.28,0.38
mplayer-ce.csv,0.64,0.47,0.62,0.33,0.49,0.38,0.32,0.79,0.49,0.56,0.01
qmmp.csv,0.41,0.32,0.41,0.56,0.41,0.58,0.47,0.03,0.44,0.62,0.69
xapian.csv,0.05,0.04,0.21,0.36,0.15,0.11,0.27,0.08,0.0,0.25,0.14
xtreemfs.csv,0.68,0.56,0.62,0.31,0.23,0.67,0.18,0.44,0.5,0.02,0.37
