,ltp.csv,konversation.csv,moviesandbox.csv,sepgsql.csv,migen.csv,mcmc-jags.csv,cataclysmos.csv,ildjit.csv,opengs.csv,tcl.csv,phonon-vlc-mplayer.csv,openxava.csv,unflobtactical.csv,micomt.csv,nebuladevice.csv,passwordsafe.csv,exl.csv,crux-framework.csv
crux-framework.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
exl.csv,0.49,0.66,0.68,0.55,0.66,0.79,0.65,0.54,0.61,0.5,0.64,0.33,0.36,0.46,0.52,0.65,1.0,0.6
ildjit.csv,0.01,0.1,0.02,0.05,0.0,0.09,0.0,1.0,0.02,0.0,0.04,0.07,0.04,0.0,0.09,0.02,0.0,0.0
konversation.csv,0.17,1.0,0.29,0.41,0.11,0.0,0.0,0.17,0.11,0.25,0.32,0.34,0.24,0.0,0.24,0.19,0.18,0.0
ltp.csv,1.0,0.0,0.13,0.09,0.11,0.0,0.0,0.0,0.11,0.04,0.07,0.23,0.2,0.0,0.09,0.02,0.02,0.0
mcmc-jags.csv,0.5,0.68,0.67,0.72,0.64,1.0,0.93,0.46,0.76,0.62,0.69,0.17,0.72,0.57,0.54,0.71,0.59,0.51
micomt.csv,0.07,0.7,0.54,0.3,0.62,0.24,0.97,0.0,0.63,0.06,0.44,0.52,0.48,1.0,0.16,0.4,0.61,0.47
migen.csv,0.6,0.54,0.17,0.3,0.98,0.09,0.0,0.67,0.23,0.3,0.32,0.49,0.17,0.35,0.24,0.13,0.14,0.37
moviesandbox.csv,0.55,0.69,0.94,0.51,0.56,0.38,0.0,0.19,0.33,0.21,0.7,0.41,0.61,0.66,0.09,0.34,0.63,0.0
nebuladevice.csv,0.02,0.38,0.11,0.42,0.18,0.09,1.0,0.17,0.11,0.25,0.04,0.43,0.2,0.18,1.0,0.11,0.09,0.38
opengs.csv,0.21,0.0,0.48,0.34,0.43,0.09,0.0,0.2,0.98,0.06,0.12,0.59,0.07,0.1,0.09,0.09,0.37,0.37
openxava.csv,0.12,0.55,0.4,0.13,0.51,0.31,0.94,0.0,0.48,0.06,0.12,1.0,0.36,0.1,0.38,0.17,0.34,0.0
passwordsafe.csv,0.43,0.6,0.68,0.71,0.58,0.37,0.89,0.5,0.7,0.42,0.61,0.49,0.48,0.42,0.31,0.94,0.77,0.63
phonon-vlc-mplayer.csv,0.52,0.69,0.56,0.26,0.51,0.45,0.98,0.12,0.66,0.25,0.93,0.51,0.57,0.59,0.16,0.38,0.54,0.59
sepgsql.csv,0.0,0.0,0.0,0.94,0.0,0.09,0.0,0.0,0.0,0.0,0.17,0.07,0.0,0.0,0.0,0.0,0.02,0.0
tcl.csv,0.06,0.0,0.11,0.48,0.18,0.0,0.0,0.17,0.24,0.92,0.09,0.15,0.11,0.18,0.24,0.14,0.25,0.68
unflobtactical.csv,0.18,0.68,0.61,0.34,0.57,0.38,0.9,0.28,0.56,0.06,0.47,0.64,0.95,0.26,0.16,0.5,0.46,0.62
