,ltp.csv,konversation.csv,moviesandbox.csv,sepgsql.csv,migen.csv,mcmc-jags.csv,cataclysmos.csv,ildjit.csv,opengs.csv,tcl.csv,phonon-vlc-mplayer.csv,openxava.csv,unflobtactical.csv,micomt.csv,nebuladevice.csv,passwordsafe.csv,exl.csv,crux-framework.csv
crux-framework.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
exl.csv,0.78,0.27,0.73,0.09,0.65,0.57,0.05,0.4,0.58,0.59,0.45,0.2,0.6,0.26,0.31,0.56,1.0,0.07
ildjit.csv,0.02,0.12,0.04,0.04,0.0,0.1,0.0,1.0,0.04,0.0,0.05,0.1,0.06,0.0,0.1,0.03,0.0,0.0
konversation.csv,0.24,1.0,0.38,0.11,0.15,0.0,0.0,0.14,0.16,0.31,0.3,0.14,0.33,0.0,0.24,0.27,0.26,0.0
ltp.csv,1.0,0.0,0.2,0.03,0.16,0.0,0.0,0.0,0.17,0.05,0.1,0.16,0.28,0.0,0.12,0.03,0.05,0.0
mcmc-jags.csv,0.58,0.34,0.69,0.14,0.6,1.0,0.12,0.28,0.68,0.62,0.53,0.2,0.74,0.41,0.27,0.66,0.88,0.06
micomt.csv,0.11,0.47,0.59,0.25,0.57,0.32,0.22,0.0,0.61,0.09,0.52,0.17,0.58,1.0,0.14,0.46,0.71,0.04
migen.csv,0.75,0.34,0.21,0.07,0.99,0.1,0.0,0.44,0.28,0.32,0.36,0.19,0.23,0.3,0.24,0.18,0.2,0.05
moviesandbox.csv,0.63,0.43,0.96,0.13,0.57,0.37,0.0,0.12,0.4,0.24,0.63,0.14,0.65,0.53,0.05,0.37,0.77,0.0
nebuladevice.csv,0.04,0.31,0.17,0.19,0.24,0.12,1.0,0.17,0.16,0.28,0.05,0.48,0.28,0.2,1.0,0.16,0.14,0.11
opengs.csv,0.29,0.0,0.55,0.11,0.48,0.11,0.0,0.19,0.99,0.1,0.18,0.31,0.1,0.13,0.09,0.13,0.46,0.06
openxava.csv,0.18,0.44,0.47,0.12,0.52,0.35,0.13,0.0,0.51,0.09,0.12,1.0,0.45,0.08,0.33,0.22,0.45,0.0
passwordsafe.csv,0.5,0.31,0.73,0.12,0.54,0.34,0.1,0.3,0.63,0.48,0.55,0.17,0.52,0.29,0.22,0.96,0.88,0.07
phonon-vlc-mplayer.csv,0.68,0.41,0.64,0.07,0.49,0.55,0.33,0.1,0.63,0.29,0.95,0.19,0.63,0.52,0.15,0.45,0.63,0.06
sepgsql.csv,0.0,0.0,0.0,0.96,0.0,0.12,0.0,0.0,0.0,0.0,0.24,0.1,0.0,0.0,0.0,0.0,0.05,0.0
tcl.csv,0.09,0.0,0.16,0.13,0.24,0.0,0.0,0.15,0.31,0.95,0.1,0.17,0.15,0.1,0.21,0.17,0.32,0.11
unflobtactical.csv,0.23,0.36,0.63,0.09,0.54,0.5,0.1,0.21,0.5,0.09,0.39,0.31,0.97,0.16,0.12,0.51,0.66,0.07
