,ltp.csv,konversation.csv,moviesandbox.csv,sepgsql.csv,migen.csv,mcmc-jags.csv,cataclysmos.csv,ildjit.csv,opengs.csv,tcl.csv,phonon-vlc-mplayer.csv,openxava.csv,unflobtactical.csv,micomt.csv,nebuladevice.csv,passwordsafe.csv,exl.csv,crux-framework.csv
crux-framework.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
exl.csv,0.87,1.0,0.86,0.78,0.88,0.87,1.0,0.93,0.81,0.74,0.75,0.94,0.71,0.69,0.87,0.84,1.0,1.0
ildjit.csv,0.01,0.08,0.02,0.04,0.0,0.07,0.0,1.0,0.02,0.0,0.03,0.06,0.03,0.0,0.07,0.02,0.0,0.0
konversation.csv,0.14,1.0,0.25,0.37,0.09,0.0,0.0,0.14,0.09,0.21,0.28,0.31,0.2,0.0,0.2,0.16,0.15,0.0
ltp.csv,1.0,0.0,0.11,0.07,0.09,0.0,0.0,0.0,0.09,0.03,0.06,0.19,0.17,0.0,0.07,0.02,0.02,0.0
mcmc-jags.csv,0.49,0.67,0.7,0.78,0.74,1.0,1.0,0.48,0.87,0.74,0.7,1.0,0.77,0.54,0.6,0.7,0.98,1.0
micomt.csv,0.06,0.67,0.5,0.26,0.65,0.2,1.0,0.0,0.89,0.05,0.39,0.56,0.43,1.0,0.13,0.35,0.56,0.67
migen.csv,0.79,0.5,0.14,0.26,0.97,0.07,0.0,0.72,0.19,0.26,0.28,0.81,0.14,0.31,0.2,0.11,0.12,0.33
moviesandbox.csv,0.53,0.67,0.93,0.48,0.53,0.33,0.0,0.17,0.28,0.18,0.67,0.56,0.6,0.62,0.07,0.3,0.76,0.0
nebuladevice.csv,0.02,0.33,0.09,0.37,0.15,0.07,1.0,0.14,0.09,0.21,0.03,0.38,0.17,0.15,1.0,0.09,0.07,0.33
opengs.csv,0.18,0.0,0.43,0.3,0.38,0.07,0.0,0.17,0.98,0.05,0.1,0.56,0.06,0.08,0.07,0.07,0.32,0.33
openxava.csv,0.1,0.5,0.36,0.11,0.47,0.27,1.0,0.0,0.43,0.05,0.1,1.0,0.31,0.08,0.33,0.14,0.29,0.0
passwordsafe.csv,0.4,0.58,0.86,0.89,0.59,0.33,1.0,0.55,0.74,0.38,0.57,0.5,0.46,0.38,0.27,0.93,0.93,0.67
phonon-vlc-mplayer.csv,0.69,0.67,0.52,0.22,0.5,0.4,1.0,0.1,0.91,0.21,0.91,0.5,0.54,0.54,0.13,0.33,0.49,0.67
sepgsql.csv,0.0,0.0,0.0,0.93,0.0,0.07,0.0,0.0,0.0,0.0,0.14,0.06,0.0,0.0,0.0,0.0,0.02,0.0
tcl.csv,0.05,0.0,0.09,0.44,0.15,0.0,0.0,0.14,0.2,0.9,0.07,0.12,0.09,0.15,0.2,0.12,0.22,0.67
unflobtactical.csv,0.15,0.67,0.64,0.3,0.56,0.33,1.0,0.24,0.59,0.05,0.43,0.62,0.94,0.23,0.13,0.46,0.61,0.67
