,jlinalg.csv,superwaba.csv,fritzing.csv,playerstage.csv,qgis.csv,rsyslog.csv,phonon-vlc-mplayer.csv,fm-classic.csv,rtrt-on-gpu.csv,unflobtactical.csv,multitude.csv,loki-lib.csv,cortex-vfx.csv,chaosrts.csv,biopax.csv,metacosm.csv,ng4j.csv
biopax.csv,1.0,1.0,0.99,1.0,0.94,1.0,0.99,1.0,0.8,0.97,0.83,0.83,1.0,0.99,0.79,1.0,1.0
chaosrts.csv,0.48,0.26,0.36,0.83,0.8,1.0,0.97,1.0,0.1,0.4,0.8,0.93,0.73,0.78,0.32,0.78,0.65
cortex-vfx.csv,0.52,0.66,0.53,0.66,0.5,0.42,0.58,1.0,0.2,0.4,0.37,0.31,0.55,0.63,0.32,0.67,0.35
fm-classic.csv,0.3,0.28,0.24,0.09,0.31,0.04,0.26,1.0,0.1,0.09,0.02,0.03,0.48,0.12,0.3,0.26,0.05
fritzing.csv,0.68,0.72,0.75,0.69,0.45,0.54,0.83,0.67,0.2,0.71,0.45,0.38,0.35,0.4,0.48,0.63,0.5
jlinalg.csv,0.78,0.34,0.53,0.67,0.76,0.54,0.68,1.0,0.6,0.46,0.72,0.76,0.95,0.6,0.9,0.89,0.45
loki-lib.csv,0.48,0.34,0.19,0.71,0.57,0.92,0.46,1.0,0.1,0.66,0.49,0.66,0.26,0.74,0.14,0.63,0.6
metacosm.csv,0.66,0.48,0.47,0.41,0.46,0.12,0.41,0.67,0.3,0.51,0.18,0.14,0.58,0.29,0.59,0.74,0.35
multitude.csv,0.92,0.78,0.82,0.86,0.73,0.65,0.8,0.67,0.6,0.94,0.66,0.76,0.97,0.67,0.87,0.93,0.85
ng4j.csv,0.54,0.8,0.92,0.83,0.7,0.69,0.81,0.67,0.5,0.6,0.57,0.55,0.83,0.73,0.51,0.89,0.85
phonon-vlc-mplayer.csv,0.66,0.8,0.75,0.74,0.62,0.73,0.78,1.0,0.1,0.71,0.49,0.41,0.71,0.88,0.59,0.78,0.5
playerstage.csv,0.46,0.72,0.86,0.72,0.55,0.73,0.81,0.33,0.1,0.69,0.46,0.45,0.95,0.47,0.62,0.93,0.8
qgis.csv,0.78,0.74,0.92,0.74,0.63,0.0,0.86,1.0,0.2,0.31,0.51,0.38,0.78,0.29,0.7,0.63,0.55
rsyslog.csv,0.74,1.0,0.67,0.83,0.67,0.73,0.64,1.0,0.2,0.57,0.58,0.69,1.0,0.95,0.17,0.52,0.4
rtrt-on-gpu.csv,0.16,0.48,0.24,0.34,0.25,0.5,0.13,0.0,0.8,0.43,0.32,0.21,0.53,0.17,0.21,0.33,0.35
superwaba.csv,0.26,0.7,0.65,0.5,0.77,0.5,0.48,1.0,0.3,0.69,0.46,0.48,0.58,0.92,0.23,0.59,0.6
unflobtactical.csv,0.72,0.94,0.96,0.79,0.65,0.54,0.77,0.33,0.1,0.77,0.63,0.45,0.83,0.85,0.76,0.85,0.75
