,jlinalg.csv,superwaba.csv,fritzing.csv,playerstage.csv,qgis.csv,rsyslog.csv,phonon-vlc-mplayer.csv,fm-classic.csv,rtrt-on-gpu.csv,unflobtactical.csv,multitude.csv,loki-lib.csv,cortex-vfx.csv,chaosrts.csv,biopax.csv,metacosm.csv,ng4j.csv
biopax.csv,0.78,0.35,0.5,0.41,0.52,0.57,0.27,0.04,0.15,0.63,0.57,0.53,0.22,0.88,1.0,0.47,0.27
chaosrts.csv,0.89,0.39,0.46,0.48,0.5,0.52,0.34,0.05,0.05,0.56,0.53,0.41,0.19,0.97,0.7,0.6,0.3
cortex-vfx.csv,0.9,0.49,0.6,0.53,0.69,0.73,0.56,0.06,0.25,0.67,0.62,0.6,0.39,0.9,1.0,0.58,0.47
fm-classic.csv,0.94,0.7,0.65,1.0,0.63,1.0,0.64,0.38,1.0,1.0,1.0,0.2,0.39,0.94,0.84,0.7,0.2
fritzing.csv,0.87,0.57,0.71,0.61,0.7,0.67,0.59,0.03,0.67,0.69,0.66,0.69,0.39,0.89,1.0,0.61,0.34
jlinalg.csv,0.95,0.42,0.37,0.43,0.47,0.52,0.27,0.06,0.12,0.53,0.55,0.36,0.23,0.9,0.78,0.44,0.23
loki-lib.csv,0.89,0.4,0.78,0.56,0.56,0.56,0.21,0.04,0.25,0.64,0.56,0.63,0.2,0.93,0.83,0.5,0.31
metacosm.csv,0.85,0.57,0.64,0.65,0.58,0.75,0.45,0.08,0.14,0.75,0.75,0.5,0.27,0.85,0.88,0.77,0.47
multitude.csv,0.78,0.4,0.55,0.45,0.58,0.68,0.36,0.07,0.17,0.6,0.7,0.47,0.24,0.88,0.86,0.48,0.29
ng4j.csv,0.9,0.44,0.57,0.55,0.58,0.62,0.54,0.05,0.12,0.78,0.65,0.64,0.26,0.89,1.0,0.5,0.47
phonon-vlc-mplayer.csv,0.92,0.45,0.7,0.61,0.65,0.66,0.62,0.06,0.33,0.76,0.63,0.63,0.3,0.9,1.0,0.58,0.45
playerstage.csv,0.92,0.51,0.6,0.7,0.64,0.7,0.57,0.03,0.25,0.73,0.62,0.52,0.22,0.93,0.98,0.48,0.4
qgis.csv,0.74,0.37,0.55,0.43,0.71,0.0,0.43,0.06,0.17,0.73,0.57,0.48,0.24,0.91,0.94,0.81,0.37
rsyslog.csv,0.9,0.36,0.57,0.41,0.65,0.73,0.28,0.04,0.1,0.51,0.55,0.47,0.22,0.9,0.8,0.48,0.3
rtrt-on-gpu.csv,0.8,0.32,0.5,0.29,0.4,0.42,0.08,0.0,0.53,0.44,0.48,0.32,0.16,0.74,0.65,0.35,0.19
superwaba.csv,0.87,0.6,0.64,0.64,0.6,0.93,0.25,0.05,0.2,0.75,0.75,0.61,0.27,0.9,1.0,0.59,0.33
unflobtactical.csv,0.72,0.35,0.5,0.56,0.57,0.74,0.62,0.02,0.07,0.75,0.63,0.62,0.22,0.91,0.86,0.5,0.28
