,owlib.csv,xharbour.csv,prelude.csv,graphmak.csv,octave.csv,checker-framework.csv,zengine.csv,zildo.csv,opengs.csv,tokratan.csv,jmol.csv,minig.csv,moving-pictures.csv,zabbix.csv,xfce.csv,ngl.csv,mesa3d.csv,nunit.csv,elvishrayrenderer.csv
checker-framework.csv,198.0,98.5,95.5,542.0,98.5,85.5,97.5,197.5,295.0,857.5,98.5,196.0,642.5,99.0,681.0,99.0,99.0,197.0,97.5
elvishrayrenderer.csv,382.0,98.5,98.5,454.5,98.5,748.0,85.5,98.5,196.0,640.5,98.5,196.0,383.0,97.5,293.5,99.0,197.5,296.0,97.5
graphmak.csv,198.0,97.5,98.5,170.0,98.5,180.0,196.5,197.5,563.0,923.0,98.5,97.5,383.0,99.0,291.5,99.0,292.5,180.0,94.5
jmol.csv,590.0,98.5,98.5,731.0,98.5,395.5,196.5,197.5,474.0,663.5,98.5,96.5,602.5,99.0,684.0,99.0,99.0,770.0,97.5
mesa3d.csv,874.0,98.5,76.5,156.0,97.5,746.5,54.5,98.5,196.0,759.0,98.5,195.0,280.5,96.5,584.5,99.0,483.5,477.5,97.5
minig.csv,99.0,97.5,98.5,271.5,97.5,649.5,196.5,94.5,196.0,365.0,98.5,196.0,383.0,99.0,291.5,99.0,99.0,197.0,168.0
moving-pictures.csv,98.5,98.5,81.5,639.5,98.5,554.5,92.5,197.5,196.5,573.0,98.5,97.5,262.5,99.0,288.0,99.0,1245.0,395.0,97.5
ngl.csv,198.0,98.5,98.5,464.5,97.5,395.0,97.5,197.5,196.0,571.0,98.5,196.0,548.0,99.0,193.0,98.5,468.5,98.5,97.5
nunit.csv,99.0,97.5,98.5,173.0,97.5,650.5,196.5,197.5,278.0,456.5,97.5,196.0,288.5,99.0,193.0,99.0,197.5,757.0,88.5
octave.csv,98.5,95.5,87.5,335.0,95.5,494.0,96.5,508.5,295.0,825.5,97.5,97.5,284.5,98.5,95.5,99.0,291.5,752.0,97.5
opengs.csv,98.5,98.5,0.0,385.5,92.0,197.0,96.5,197.5,97.5,475.5,95.5,196.0,177.0,98.5,291.5,95.5,197.5,395.0,97.5
owlib.csv,583.5,98.5,95.5,643.5,98.5,462.5,92.5,96.5,196.0,381.0,98.5,196.0,383.0,96.5,488.0,98.5,197.5,197.0,97.5
prelude.csv,198.0,98.5,98.5,731.0,98.5,494.0,96.5,197.5,295.0,857.5,98.5,196.0,383.0,97.5,587.5,99.0,99.0,395.0,97.5
tokratan.csv,98.5,98.5,91.5,535.0,95.5,85.5,196.5,195.5,97.5,381.0,98.5,196.0,263.5,99.0,587.5,99.0,99.0,197.0,94.5
xfce.csv,198.0,98.5,98.5,643.5,98.5,494.0,96.5,98.5,196.5,663.5,98.5,196.0,288.5,97.5,585.5,99.0,674.5,197.0,97.5
xharbour.csv,198.0,98.5,98.5,544.0,98.5,494.0,196.5,197.5,295.0,1295.0,98.5,194.0,263.5,99.0,584.5,99.0,99.0,296.0,94.5
zabbix.csv,588.5,98.5,95.5,434.5,98.5,364.0,195.5,197.5,371.0,572.0,97.5,97.5,213.5,98.5,683.0,99.0,99.0,774.0,97.5
zengine.csv,296.5,98.5,98.5,731.0,98.5,1208.0,97.5,197.5,196.0,857.5,98.5,196.0,383.0,99.0,683.0,99.0,197.5,395.0,97.5
zildo.csv,198.0,98.5,98.5,731.0,97.5,85.5,97.5,98.5,97.5,280.5,98.5,194.0,229.5,99.0,587.5,98.5,99.0,285.5,97.5
