,gpsmid.csv,emftriple.csv,bzbyte.csv,fluent-nhibernate.csv,xamj.csv,columba.csv
bzbyte.csv,0.64,0.05,0.89,0.1,0.0,0.0
columba.csv,0.64,0.0,0.81,0.17,0.5,0.55
emftriple.csv,0.42,0.37,0.5,0.01,0.21,0.39
fluent-nhibernate.csv,0.72,0.0,0.82,0.35,0.53,0.57
gpsmid.csv,0.85,0.08,0.78,0.3,0.36,0.39
xamj.csv,0.78,0.09,0.81,0.11,0.57,0.34
