,phet.csv,qtractor.csv,flexpay.csv,fceugc.csv,sumatrapdf.csv,modellus.csv,open-data-kit.csv
fceugc.csv,0.59,0.63,0.75,0.47,0.61,0.82,0.68
flexpay.csv,0.89,0.76,0.61,0.95,0.97,0.58,0.65
modellus.csv,0.89,0.48,0.62,0.63,0.52,0.31,0.42
open-data-kit.csv,0.83,0.61,0.81,0.67,0.54,0.63,0.37
phet.csv,0.46,0.85,0.9,0.91,1.07,0.96,0.98
qtractor.csv,0.88,0.41,0.63,0.5,0.5,0.44,0.45
sumatrapdf.csv,0.92,0.49,0.97,0.75,0.31,0.77,0.73
