,phet.csv,qtractor.csv,flexpay.csv,fceugc.csv,sumatrapdf.csv,modellus.csv,open-data-kit.csv
fceugc.csv,0.49,0.17,0.56,0.28,0.2,0.43,0.61
flexpay.csv,0.54,0.5,0.26,0.07,0.02,0.16,0.23
modellus.csv,0.51,0.12,0.45,0.12,0.05,0.2,0.34
open-data-kit.csv,0.5,0.58,0.79,0.58,0.24,0.62,0.23
phet.csv,0.27,0.71,0.25,0.56,0.85,0.62,0.86
qtractor.csv,0.57,0.25,0.46,0.33,0.27,0.36,0.25
sumatrapdf.csv,0.92,0.46,0.97,0.74,0.16,0.77,0.73
