,kdenlive.csv,jmri.csv,taverna.csv,ivef-sdk.csv,algebsql.csv,plplot.csv,wishmaster.csv,motu.csv,projectfactory.csv,amygdala.csv,dspace-gsoc.csv,runuomondains.csv,somap.csv,tigermud.csv,hydrate.csv,cme.csv
algebsql.csv,0.4,0.1,0.24,0.4,1.0,0.32,0.05,0.0,0.05,0.2,0.58,0.23,0.05,0.29,0.21,0.57
amygdala.csv,0.68,0.44,0.44,0.11,0.48,0.3,0.34,0.37,0.49,0.97,0.46,0.15,0.63,0.48,0.41,0.1
cme.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,1.0
dspace-gsoc.csv,0.52,0.5,0.46,0.53,0.51,0.41,0.33,0.26,0.6,0.47,1.0,0.11,0.6,0.67,0.46,0.24
hydrate.csv,0.51,0.43,0.15,0.05,0.05,0.34,0.29,0.39,0.3,0.04,0.22,0.41,0.46,0.22,0.99,0.13
ivef-sdk.csv,0.73,0.52,0.49,1.0,0.41,0.36,0.24,0.11,0.49,0.62,0.2,0.0,0.67,0.28,0.06,0.21
jmri.csv,0.62,0.98,0.33,0.11,0.28,0.51,0.29,0.42,0.3,0.68,0.6,0.22,0.41,0.51,0.5,0.28
kdenlive.csv,0.99,0.5,0.44,0.58,0.15,0.52,0.35,0.39,0.46,0.64,0.69,0.22,0.73,0.52,0.62,0.2
motu.csv,0.08,0.12,0.06,0.0,0.06,0.16,0.11,1.0,0.21,0.05,0.05,0.11,0.0,0.1,0.25,0.24
plplot.csv,0.47,0.37,0.17,0.05,0.13,0.92,0.21,0.44,0.29,0.16,0.44,0.34,0.39,0.5,0.79,0.29
projectfactory.csv,0.7,0.55,0.45,0.72,0.67,0.41,0.33,0.22,0.97,0.51,0.53,0.26,0.55,0.58,0.56,0.0
runuomondains.csv,0.05,0.04,0.06,0.0,0.0,0.17,0.1,0.24,0.09,0.05,0.15,0.93,0.08,0.1,0.25,0.0
somap.csv,0.78,0.62,0.54,0.82,0.65,0.42,0.31,0.37,0.66,0.68,0.79,0.21,0.99,0.75,0.78,0.16
taverna.csv,0.47,0.28,0.96,0.06,0.29,0.18,0.08,0.1,0.48,0.37,0.38,0.05,0.53,0.45,0.42,0.0
tigermud.csv,0.71,0.58,0.51,0.73,0.7,0.38,0.25,0.26,0.43,0.71,0.76,0.23,0.91,0.94,0.76,0.19
wishmaster.csv,0.22,0.22,0.17,0.16,0.11,0.36,0.92,0.0,0.29,0.09,0.2,0.13,0.28,0.11,0.11,0.25
