,knowledge.csv,pentahoanalysistool.csv,betoffice.csv,ifmo-game-1.csv,voms.csv,sumatrapdf.csv,projecteqemu.csv
betoffice.csv,96.5,1074.0,616.5,2749.5,366.0,197.0,197.5
ifmo-game-1.csv,90.5,229.5,81.0,184.0,385.5,281.5,60.5
knowledge.csv,97.5,98.5,846.5,1131.0,463.5,197.0,98.5
pentahoanalysistool.csv,97.5,98.5,368.5,746.0,274.5,277.5,453.5
projecteqemu.csv,97.5,97.5,181.0,89.5,224.0,367.5,94.5
sumatrapdf.csv,97.5,98.5,560.0,944.0,1368.5,283.0,98.5
voms.csv,97.5,98.5,275.5,278.5,279.5,98.5,191.0
