,jajuk.csv,zorannt.csv,vapor.csv,bacula.csv
bacula.csv,0.54,0.21,0.38,0.73
jajuk.csv,0.79,0.2,0.31,0.73
vapor.csv,1.0,0.26,0.41,0.72
zorannt.csv,0.75,0.32,0.36,0.8
