,pidgin.csv,gnukeda.csv,unimrcp.csv,emulemorph.csv,fceugc.csv,ogre.csv,micomt.csv,gusanos.csv,repositorium.csv,modplug.csv,openfrag.csv,auber.csv,xqilla.csv,xapian.csv,oscarmcmaster.csv
auber.csv,0.39,0.52,0.46,0.48,0.34,0.54,0.51,0.41,0.51,0.43,0.44,0.48,0.41,0.39,0.4
emulemorph.csv,0.96,0.8,0.9,0.59,0.5,0.83,0.0,0.0,0.0,0.89,0.97,0.67,0.67,0.0,0.95
fceugc.csv,0.35,0.44,0.0,0.39,0.45,0.67,0.88,0.67,0.47,0.41,0.54,0.57,0.37,0.58,0.63
gnukeda.csv,0.88,0.53,0.64,0.46,0.37,0.45,0.48,0.9,0.42,0.5,0.48,0.47,0.42,0.73,0.5
gusanos.csv,0.88,0.59,0.35,0.67,0.89,0.84,0.43,0.44,0.57,0.68,0.69,0.44,0.34,0.93,0.43
micomt.csv,0.43,0.44,0.51,0.41,0.42,0.52,0.86,0.43,0.47,0.38,0.47,0.44,0.39,0.43,0.41
modplug.csv,0.37,0.45,0.4,0.4,0.4,0.44,0.42,0.44,0.43,0.4,0.47,0.4,0.33,0.48,0.37
ogre.csv,0.57,0.65,0.53,0.56,0.46,0.45,0.61,0.58,0.44,0.61,0.55,0.45,0.74,0.54,0.42
openfrag.csv,0.38,0.47,0.55,0.46,0.54,0.89,0.74,0.51,0.47,0.45,0.54,0.48,0.39,0.55,0.54
oscarmcmaster.csv,0.34,0.5,0.48,0.38,0.5,0.88,0.66,0.45,0.93,0.48,0.51,0.48,0.34,0.62,0.46
pidgin.csv,0.35,0.68,0.47,0.94,0.88,0.69,0.46,0.49,0.9,0.94,0.61,0.54,0.4,0.74,0.52
repositorium.csv,0.0,0.86,0.5,0.94,0.51,0.56,0.93,0.6,0.56,0.67,0.48,0.72,0.38,0.52,0.82
unimrcp.csv,0.97,0.82,0.44,0.61,0.85,0.86,0.79,0.59,0.9,0.48,0.76,0.74,0.38,0.55,0.63
xapian.csv,0.46,0.48,0.64,0.39,0.39,0.52,0.9,0.67,0.53,0.39,0.5,0.46,0.39,0.68,0.5
xqilla.csv,0.97,0.79,0.92,0.5,0.46,0.65,0.45,0.8,0.44,0.47,0.9,0.62,0.9,0.6,0.58
