,prelude.csv,trackit.csv,scite-ru.csv,gbif-indexingtoolkit.csv,co-ode-owl-plugins.csv,bl-toolkit.csv,gnukeda.csv,qlc.csv,yaprm.csv,aztec.csv,pamguard.csv,motu.csv,qdvdauthor.csv,oscarmcmaster.csv,tencompetence.csv,arm-webradio.csv
arm-webradio.csv,0.86,0.76,0.33,0.19,0.13,0.72,0.64,0.2,0.54,0.08,0.38,0.33,0.72,0.25,0.26,1.0
aztec.csv,1.0,0.65,0.25,0.15,0.18,0.67,0.0,0.0,0.0,1.0,0.64,0.2,0.78,0.21,0.65,0.65
bl-toolkit.csv,0.92,0.7,0.26,0.17,0.21,0.98,0.73,0.17,0.42,0.11,0.62,0.37,0.7,0.24,0.73,0.16
co-ode-owl-plugins.csv,1.0,0.67,0.0,0.5,1.0,0.5,0.7,0.08,0.83,0.0,0.57,0.0,0.67,0.22,0.45,0.5
gbif-indexingtoolkit.csv,0.79,0.67,0.24,1.0,0.12,0.89,0.58,0.06,0.4,0.11,0.72,0.31,0.57,0.2,0.68,0.26
gnukeda.csv,0.95,0.61,0.29,0.19,0.09,0.74,1.0,0.16,0.48,0.05,0.61,0.29,0.69,0.22,0.6,0.3
motu.csv,0.9,0.5,0.22,0.22,0.12,0.72,0.0,0.0,0.25,0.5,0.67,1.0,1.0,0.3,0.36,0.33
oscarmcmaster.csv,0.75,0.5,0.0,0.1,0.17,0.68,0.67,0.0,0.2,0.0,0.78,0.14,1.0,1.0,0.61,0.63
pamguard.csv,0.79,0.58,0.27,0.26,0.11,0.72,0.64,0.09,0.41,0.17,1.0,0.2,0.62,0.25,0.57,0.27
prelude.csv,1.0,0.67,0.32,0.18,0.17,0.68,0.54,0.16,0.49,0.08,0.63,0.21,0.7,0.21,0.72,0.28
qdvdauthor.csv,1.0,0.58,0.3,0.0,0.29,0.64,0.49,0.16,0.54,0.07,0.67,0.0,0.98,0.28,0.68,0.59
qlc.csv,0.55,0.0,0.26,0.0,0.0,0.5,0.54,1.0,0.5,0.03,0.67,0.2,0.67,0.19,1.0,0.0
scite-ru.csv,0.0,0.69,0.83,0.17,0.31,0.7,0.55,0.15,0.52,0.03,0.63,0.22,0.67,0.26,0.59,0.27
tencompetence.csv,0.82,0.56,1.0,0.14,0.05,1.0,0.64,0.1,0.45,0.0,0.67,0.25,0.71,0.24,1.0,0.14
trackit.csv,0.6,1.0,0.55,0.15,0.34,0.83,0.75,0.18,0.63,0.25,0.65,0.35,0.77,0.33,0.68,0.63
yaprm.csv,1.0,0.45,0.28,0.21,0.09,0.53,0.54,0.12,1.0,0.05,0.66,0.27,0.75,0.19,0.57,0.57
