,prelude.csv,trackit.csv,scite-ru.csv,gbif-indexingtoolkit.csv,co-ode-owl-plugins.csv,bl-toolkit.csv,gnukeda.csv,qlc.csv,yaprm.csv,aztec.csv,pamguard.csv,motu.csv,qdvdauthor.csv,oscarmcmaster.csv,tencompetence.csv,arm-webradio.csv
arm-webradio.csv,0.14,0.32,0.05,0.45,0.11,0.66,0.36,0.56,0.38,0.12,0.08,0.85,0.32,0.36,0.08,0.94
aztec.csv,0.02,0.88,0.1,0.64,0.89,0.04,0.0,0.0,0.0,0.83,0.31,0.85,0.18,0.68,0.87,0.31
bl-toolkit.csv,0.52,0.63,0.38,0.55,0.5,1.0,0.49,0.72,0.49,0.29,0.69,0.77,0.52,0.51,0.52,0.23
co-ode-owl-plugins.csv,0.02,0.05,0.0,0.36,0.94,0.06,0.18,0.06,0.14,0.0,0.14,0.0,0.15,0.13,0.03,0.2
gbif-indexingtoolkit.csv,1.0,0.15,0.24,1.0,0.17,0.16,0.28,0.17,0.11,0.42,0.47,0.85,0.2,0.34,0.29,0.97
gnukeda.csv,0.5,0.56,0.71,0.73,0.28,0.58,1.0,0.94,0.59,0.29,0.8,0.77,0.72,0.72,0.64,0.66
motu.csv,0.62,0.07,0.1,0.18,0.06,0.26,0.0,0.0,0.03,0.17,0.1,1.0,0.02,0.15,0.02,0.06
oscarmcmaster.csv,0.07,0.07,0.0,0.09,0.06,0.3,0.05,0.0,0.03,0.0,0.12,0.08,0.05,0.96,0.07,0.83
pamguard.csv,0.79,0.44,0.38,0.73,0.39,0.72,0.46,0.28,0.24,0.71,0.98,0.54,0.25,0.68,0.36,1.0
prelude.csv,0.98,0.8,0.95,0.73,0.94,0.88,0.74,0.89,0.95,0.96,0.88,0.62,0.88,0.87,0.88,1.0
qdvdauthor.csv,0.19,0.17,0.52,0.0,0.22,0.36,0.54,0.78,0.68,0.58,0.58,0.0,1.0,0.17,0.09,0.29
qlc.csv,0.14,0.0,0.43,0.0,0.0,0.22,0.38,0.89,0.03,0.04,0.2,0.08,0.3,0.15,0.02,0.0
scite-ru.csv,0.0,0.76,0.95,0.91,0.83,0.98,0.97,0.89,0.92,0.25,0.86,0.77,0.88,0.81,0.53,1.0
tencompetence.csv,0.33,0.34,0.14,0.18,0.11,0.2,0.18,0.39,0.46,0.0,0.31,0.08,0.3,0.26,1.0,0.14
trackit.csv,0.07,0.93,0.29,0.27,0.67,0.5,0.38,0.56,0.59,0.75,0.41,0.62,0.42,0.45,0.11,0.49
yaprm.csv,0.07,0.12,0.67,0.27,0.22,0.18,0.38,0.33,0.97,0.29,0.46,0.23,0.3,0.34,0.35,0.37
