,prelude.csv,trackit.csv,scite-ru.csv,gbif-indexingtoolkit.csv,co-ode-owl-plugins.csv,bl-toolkit.csv,gnukeda.csv,qlc.csv,yaprm.csv,aztec.csv,pamguard.csv,motu.csv,qdvdauthor.csv,oscarmcmaster.csv,tencompetence.csv,arm-webradio.csv
arm-webradio.csv,0.86,0.59,0.67,0.54,0.93,0.57,0.73,0.54,0.54,0.97,0.92,0.39,0.56,0.7,0.98,0.73
aztec.csv,0.0,0.45,0.88,0.47,0.47,0.67,0.0,0.83,0.0,0.95,0.71,0.41,0.89,0.5,0.54,0.82
bl-toolkit.csv,0.46,0.54,0.58,0.44,0.7,0.47,0.81,0.47,0.49,0.94,0.38,0.48,0.5,0.56,0.52,0.64
co-ode-owl-plugins.csv,0.0,0.67,0.0,0.88,0.94,0.83,0.9,0.92,0.83,0.88,0.93,0.67,0.89,0.96,0.91,0.93
gbif-indexingtoolkit.csv,0.49,0.89,0.67,0.91,0.85,0.78,0.95,0.94,0.9,0.87,0.54,0.53,0.93,0.64,0.99,0.57
gnukeda.csv,0.59,0.42,0.44,0.37,0.53,0.49,0.59,0.47,0.46,0.64,0.32,0.47,0.4,0.42,0.47,0.49
motu.csv,0.38,0.83,0.89,0.89,0.88,0.72,0.0,0.83,0.75,0.88,0.89,0.77,0.0,0.96,0.91,0.83
oscarmcmaster.csv,0.75,0.83,0.83,0.9,0.83,0.73,0.67,0.5,0.8,0.9,0.89,0.86,0.5,0.96,0.94,0.74
pamguard.csv,0.57,0.61,0.5,0.45,0.47,0.46,0.75,0.82,0.77,0.76,0.43,0.49,0.94,0.46,0.53,0.56
prelude.csv,0.49,0.49,0.38,0.42,0.39,0.45,0.48,0.48,0.32,0.44,0.34,0.45,0.4,0.38,0.49,0.56
qdvdauthor.csv,0.88,0.75,0.57,0.75,0.93,0.75,0.56,0.48,0.39,0.51,0.41,0.88,0.44,0.97,0.95,0.88
qlc.csv,0.91,0.0,0.5,0.8,0.91,0.86,0.64,0.94,0.5,0.97,0.94,0.8,0.67,0.97,0.75,0.94
scite-ru.csv,0.0,0.53,0.62,0.37,0.76,0.43,0.45,0.44,0.35,0.57,0.36,0.44,0.37,0.48,0.59,0.56
tencompetence.csv,0.94,0.68,0.67,0.93,0.77,0.9,0.91,0.68,0.63,0.67,0.85,0.75,0.82,0.98,0.62,0.97
trackit.csv,0.8,0.55,0.91,0.6,0.74,0.63,0.6,0.51,0.46,0.88,0.62,0.57,0.45,0.75,0.96,0.63
yaprm.csv,0.67,0.82,0.4,0.79,0.59,0.82,0.61,0.56,0.53,0.52,0.49,0.91,0.69,0.58,0.79,0.61
