,prelude.csv,trackit.csv,scite-ru.csv,gbif-indexingtoolkit.csv,co-ode-owl-plugins.csv,bl-toolkit.csv,gnukeda.csv,qlc.csv,yaprm.csv,aztec.csv,pamguard.csv,motu.csv,qdvdauthor.csv,oscarmcmaster.csv,tencompetence.csv,arm-webradio.csv
arm-webradio.csv,0.09,0.17,0.04,0.42,0.14,0.59,0.25,0.35,0.32,0.12,0.24,0.48,0.26,0.29,0.4,0.0
aztec.csv,0.0,0.83,0.12,0.8,0.79,0.05,0.0,0.05,0.0,0.0,0.3,0.93,0.11,0.69,0.83,0.06
bl-toolkit.csv,0.18,0.48,0.44,0.6,0.37,0.05,0.22,0.56,0.66,0.19,0.76,0.37,0.47,0.42,0.35,0.43
co-ode-owl-plugins.csv,0.0,0.04,0.02,0.08,0.0,0.14,0.09,0.1,0.03,0.03,0.18,0.07,0.16,0.12,0.07,0.07
gbif-indexingtoolkit.csv,1.0,0.13,0.31,0.0,0.25,0.05,0.25,0.39,0.16,0.26,0.33,0.54,0.32,0.36,0.25,0.98
gnukeda.csv,0.09,0.65,0.71,0.7,0.57,0.45,0.0,0.76,0.63,0.49,0.91,0.52,0.68,0.67,0.78,0.55
motu.csv,0.27,0.13,0.13,0.14,0.08,0.23,0.0,0.05,0.08,0.01,0.09,0.0,0.0,0.09,0.08,0.04
oscarmcmaster.csv,0.09,0.13,0.12,0.18,0.05,0.32,0.03,0.02,0.11,0.03,0.06,0.13,0.0,0.0,0.08,0.18
pamguard.csv,0.82,0.57,0.42,0.46,0.62,0.64,0.31,0.44,0.34,0.27,0.0,0.61,0.32,0.53,0.48,0.99
prelude.csv,0.0,0.7,0.83,0.74,0.91,0.95,0.78,0.76,0.97,0.93,0.94,0.65,0.79,0.89,0.63,0.95
qdvdauthor.csv,0.0,0.22,0.5,0.08,0.11,0.45,0.69,0.63,0.55,0.59,0.52,0.17,0.05,0.12,0.08,0.07
qlc.csv,0.45,0.0,0.48,0.1,0.12,0.5,0.41,0.0,0.03,0.13,0.18,0.09,0.32,0.16,0.0,0.19
scite-ru.csv,0.09,0.61,0.08,0.98,0.37,0.95,0.97,0.77,0.82,0.63,0.91,0.76,0.89,0.6,0.67,1.0
tencompetence.csv,0.27,0.48,0.0,0.24,0.4,0.0,0.12,0.57,0.55,0.01,0.27,0.07,0.26,0.21,0.0,0.32
trackit.csv,0.18,0.0,0.1,0.34,0.25,0.23,0.16,0.41,0.34,0.18,0.39,0.33,0.26,0.24,0.1,0.1
yaprm.csv,0.0,0.26,0.69,0.22,0.46,0.36,0.41,0.38,0.0,0.42,0.42,0.17,0.21,0.38,0.48,0.1
