,mule.csv,springside.csv,swtfox.csv,twostep.csv,geotools.csv,l2j.csv
geotools.csv,0.62,0.68,0.77,0.37,0.46,0.71
l2j.csv,0.57,0.68,0.69,0.62,0.74,0.41
mule.csv,0.53,0.85,0.78,0.57,0.75,0.77
springside.csv,0.61,0.35,0.91,0.36,0.58,0.62
swtfox.csv,0.85,0.8,0.45,0.77,0.86,0.83
twostep.csv,0.71,0.62,0.73,0.25,0.66,0.67
